,Nameplayerid,Seasonplayerid,playeridplayerid,weightwRCplayerid,weightHRplayerid,weightPAplayerid,weightABplayerid,weightRplayerid,weightHplayerid,weight2Bplayerid,RBIsPredicted,linearSvrRBI,svrRBI,BayesRidgeRBI,HuberRegressorRBI,RidgeRBI,ARDRegressionRBI,Nameplayerid,Seasonplayerid,playeridplayerid,weightBABIP,weightOBPplayerid,weightwOBAplayerid,weightOPSplayerid,weightwRC+playerid,weightwRAAplayerid,weight1B,AVGPredicted,linearSvrAVG,svrAVG,BayesRidgeAVG,HuberRegressorAVG,RidgeAVG,ARDRegressionAVG,Nameplayerid,Seasonplayerid,playeridplayerid,weightRBIplayerid,weightISOplayerid,weightwRCplayerid,weightSLGplayerid,weightRplayerid,weightHRFB,weightOPSplayerid,HRsPredicted,linearSvrHR,SvrHR,BayesRidgeHR,HuberRegressorHR,RidgeHR,ARDRegressionHR,Nameplayerid,Seasonplayerid,playeridplayerid,weightwOBAplayerid,weightwRC+playerid,weightSLGplayerid,weightwRAAplayerid,weightOBPplayerid,weightISOplayerid,weightHRplayerid,opsPredicted,linearSvrOPS,svrOPS,BayesRidgeOPS,HuberRegressorOPS,RidgeOPS,ARDRegressionOPS,Name,Season,playerid,weightWRC,weightPAplayerid,weightHplayerid,weightABplayerid,weightRBIplayerid,weightG,weight2Bplayerid,runsPredicted,linearSVRRuns,svrRuns,BayesRidgeRuns,HuberRegressorRuns,RidgeRuns,ARDRegressionRuns,runs,hr,rbi,avg,ops
96,Eric Thames,2018,3711,1.138757965,1.648285542,0.649462525,0.465803701,1.143554923,0.218323824,0.519341317,77.41141177,80.43754122,81.55812389,77.73914285,77.52256797,80.32315836,77.65541796,Eric Thames,2018,3711,0.191789904,0.934812353,1.253121956,1.326519368,0.988832941,1.248926515,-0.482207793,0.271188866,0.273862036,0.257,0.271198124,0.271697657,0.271201151,0.271723543,Eric Thames,2018,3711,0.394059479,1.861127647,1.138757965,1.350801146,1.143554923,1.86899878,1.326519368,29.9392357,29.50579698,30.33110335,29.91447204,29.709911,29.87720575,29.95534519,Eric Thames,2018,3711,1.253121956,0.988832941,1.350801146,1.248926515,0.934812353,1.861127647,1.648285542,0.876940615,0.876747651,0.840154291,0.87694062,0.877,0.876940943,0.878228623,Eric Thames,2018,3711,1.138757965,0.649462525,0.218323824,0.465803701,0.394059479,0.624468438,0.519341317,84.16359566,79.52793376,73.11899642,83.7547002,83.85074635,82.85429232,83.83463485,41,16,37,0.219,0.783
97,J.J. Hardy,2018,3797,-1.061642668,-0.857233495,-0.763307748,-0.664605113,-0.945534878,-0.759119322,-0.340426874,31.91688112,31.26173619,29.64680691,31.90929541,31.7306494,31.8496198,31.88989279,J.J. Hardy,2018,3797,-0.979593738,-1.55501407,-1.488564446,-1.378461631,-1.558474703,-1.155610744,-0.643960296,0.221530819,0.221809334,0.257,0.221414912,0.222065324,0.221315373,0.222499392,J.J. Hardy,2018,3797,-0.781172924,-0.896577086,-1.061642668,-1.107474991,-0.945534878,-1.024612282,-1.378461631,6.079515062,5.923516149,5.164364602,6.064614588,6.036364105,6.042814144,6.033885983,J.J. Hardy,2018,3797,-1.488564446,-1.558474703,-1.107474991,-1.155610744,-1.55501407,-0.896577086,-0.857233495,0.618017132,0.617633801,0.675613676,0.61801704,0.618,0.617769074,0.616798417,J.J. Hardy,2018,3797,-1.061642668,-0.763307748,-0.759119322,-0.664605113,-0.781172924,-1.047487181,-0.340426874,31.70969776,31.30005452,33.52685974,31.70452717,31.51587843,31.7049378,31.5909174,#N/A,#N/A,#N/A,#N/A,#N/A
98,Gregorio Petit,2018,3812,-1.318000023,-1.24653725,-1.504831523,-1.479380297,-1.386202257,-1.343691857,-0.860533558,18.38956411,17.92604454,20.76654176,18.38747844,18.40696956,18.37667237,18.37588251,Gregorio Petit,2018,3812,0.385178713,-0.762796572,-1.09689496,-1.07558731,-0.976806028,-0.723120445,-1.204931742,0.239863377,0.243854918,0.257,0.239446361,0.240702554,0.239092801,0.239121744,Gregorio Petit,2018,3812,-1.378422179,-1.093555995,-1.318000023,-1.093099107,-1.386202257,-1.245271644,-1.07558731,0.350125947,0.547870105,2.246683562,0.344589029,0.462221729,0.336622393,0.324077848,Gregorio Petit,2018,3812,-1.09689496,-0.976806028,-1.093099107,-0.723120445,-0.762796572,-1.093555995,-1.24653725,0.646965813,0.646325162,0.715407559,0.646965642,0.647,0.646574332,0.645985483,Gregorio Petit,2018,3812,-1.318000023,-1.504831523,-1.343691857,-1.479380297,-1.378422179,-1.071718422,-0.860533558,21.05627011,21.26140075,23.53337635,21.06445471,21.2078775,21.09449285,21.20995547,#N/A,#N/A,#N/A,#N/A,#N/A
99,Chris Young,2018,3882,-0.833769463,-0.617661954,-1.200734528,-1.226139361,-0.93737437,-1.130689719,-0.690702804,29.32622477,29.85156155,28.08130402,29.4199648,29.3862807,30.15914962,29.38460597,Chris Young,2018,3882,-0.302732907,0.136936158,0.156447395,0.080557078,0.014036472,-0.16142707,-1.177399401,0.242323601,0.24387068,0.257,0.242713433,0.242896624,0.243048052,0.243104089,Chris Young,2018,3882,-1.016219405,0.223740462,-0.833769463,0.041158128,-0.93737437,-0.476876278,0.080557078,7.592692401,7.807076662,7.106714835,7.59675228,7.678285003,7.602282778,7.625526397,Chris Young,2018,3882,0.156447395,0.014036472,0.041158128,-0.16142707,0.136936158,0.223740462,-0.617661954,0.757691182,0.757316379,0.792323223,0.757691394,0.7577,0.758205073,0.757751423,Chris Young,2018,3882,-0.833769463,-1.200734528,-1.130689719,-1.226139361,-1.016219405,-1.009409517,-0.690702804,32.45857137,31.66972943,28.11508248,32.37469311,32.48618414,32.19859774,32.45072934,#N/A,#N/A,#N/A,#N/A,#N/A
100,Josh Reddick,2018,3892,0.572635472,-0.168465314,0.405790851,0.386528278,0.564158924,0.736629027,0.73162976,61.96431168,57.06289286,58.63822127,61.60149374,62.16257252,58.7738847,61.73225853,Josh Reddick,2018,3892,0.578567522,0.810321032,0.610243765,0.637219191,0.748142455,0.530149398,0.859993827,0.287119121,0.291328547,0.257,0.286647223,0.286871199,0.286238739,0.283415875,Josh Reddick,2018,3892,0.586720529,-0.150871214,0.572635472,0.470997055,0.564158924,-0.74448444,0.637219191,13.62642823,13.51849493,11.96863218,13.64726968,13.51440683,13.67832701,13.65395091,Josh Reddick,2018,3892,0.610243765,0.748142455,0.470997055,0.530149398,0.810321032,-0.150871214,-0.168465314,0.811333038,0.810740878,0.809821794,0.811332715,0.8114,0.81051337,0.811929262,Josh Reddick,2018,3892,0.572635472,0.405790851,0.736629027,0.386528278,0.586720529,0.34061676,0.73162976,63.01610581,65.42972001,64.94605515,63.34235455,63.03625683,64.02913122,63.3381779,63,17,47,0.242,0.718
101,Melky Cabrera,2018,4022,0.889521648,0.111034818,1.376536767,1.516937091,0.808974135,1.635971388,1.389723931,75.97962843,73.63098686,73.18727048,75.9051209,75.76152464,75.29527027,75.89450469,Melky Cabrera,2018,4022,0.03431616,0.094495935,0.056504147,0.088912232,0.106301159,-0.065544787,1.864924271,0.281739858,0.284966363,0.257,0.281626691,0.28132161,0.281523977,0.280142496,Melky Cabrera,2018,4022,1.222501993,-0.407647293,0.889521648,0.081410603,0.808974135,-0.514435318,0.088912232,18.42462229,17.94209113,15.61483943,18.42605682,18.16808207,18.42856304,18.38954625,Melky Cabrera,2018,4022,0.056504147,0.106301159,0.081410603,-0.065544787,0.094495935,-0.407647293,0.111034818,0.75900694,0.758576687,0.791490496,0.759006779,0.759,0.758561335,0.759072721,Melky Cabrera,2018,4022,0.889521648,1.376536767,1.635971388,1.516937091,1.222501993,1.202556613,1.389723931,77.22129202,78.47636943,83.07438479,77.4057033,76.89883039,77.82214187,77.3870557,28,6,39,0.28,0.755
102,Dexter Fowler,2018,4062,0.814750752,0.190891998,0.504310396,0.314593171,0.866097684,0.296424608,0.264595187,54.77003605,58.05615873,61.75779064,55.07969179,54.95217698,57.54753929,55.01954285,Dexter Fowler,2018,4062,0.462534237,1.2545287,0.961395718,0.92233881,0.900579762,0.878997706,0.068439026,0.278861868,0.283578267,0.257,0.278709813,0.278974225,0.278577195,0.276689819,Dexter Fowler,2018,4062,0.178279103,0.644079385,0.814750752,0.632006954,0.866097684,0.072424686,0.92233881,18.85650962,18.69003877,18.74339955,18.85800872,18.71417683,18.85941589,18.92162066,Dexter Fowler,2018,4062,0.961395718,0.900579762,0.632006954,0.878997706,1.2545287,0.644079385,0.190891998,0.838215862,0.83767275,0.822913042,0.83821576,0.8383,0.837973046,0.839050922,Dexter Fowler,2018,4062,0.814750752,0.504310396,0.296424608,0.314593171,0.178279103,0.136382015,0.264595187,74.25201578,72.82134055,67.21444323,74.27573783,74.02734771,74.27176479,74.14479353,40,8,31,0.18,0.576
103,Erick Aybar,2018,4082,-0.744756492,-0.907144233,-0.187953606,-0.158123242,-0.619114596,-0.321281593,-0.361655718,37.83600137,35.33480944,35.18628241,37.65880509,37.50756281,36.28095532,37.7112288,Erick Aybar,2018,4082,-0.827645388,-0.706209608,-1.19143587,-1.152872482,-1.197438974,-1.237892703,-0.007274912,0.237676182,0.239580611,0.257,0.237341986,0.23748547,0.237050459,0.233965215,Erick Aybar,2018,4082,-0.962274311,-1.174458047,-0.744756492,-1.228232415,-0.619114596,-0.921324921,-1.152872482,4.881602677,4.819693976,4.776987791,4.870722271,4.861462866,4.854780136,4.862211063,Erick Aybar,2018,4082,-1.19143587,-1.197438974,-1.228232415,-1.237892703,-0.706209608,-1.174458047,-0.907144233,0.639607122,0.639138636,0.700530731,0.639606883,0.6396,0.638994405,0.638494892,Erick Aybar,2018,4082,-0.744756492,-0.187953606,-0.321281593,-0.158123242,-0.962274311,-0.060929518,-0.361655718,43.39055909,42.74078581,44.23279877,43.45713923,43.21631233,43.5853662,43.44816732,#N/A,#N/A,#N/A,#N/A,#N/A
104,Michael Brantley,2018,4106,0.259309816,-0.368108265,-0.071043746,-0.07517766,-0.068280371,0.31062475,0.678557649,54.7518153,51.3487391,51.61613676,54.5491585,54.9527642,52.95295904,54.58955723,Michael Brantley,2018,4106,0.575804825,1.06496237,0.734497533,0.714504362,0.635820228,0.577070516,0.409151745,0.282149734,0.287450125,0.257,0.281967535,0.282170602,0.28180549,0.279490601,Michael Brantley,2018,4106,0.340114385,-0.222979565,0.259309816,0.442245287,-0.068280371,-0.332899957,0.714504362,11.51641476,11.57511303,11.12527359,11.53930768,11.5016075,11.57358249,11.51959752,Michael Brantley,2018,4106,0.734497533,0.635820228,0.442245287,0.577070516,1.06496237,-0.222979565,-0.368108265,0.818346225,0.817712358,0.810058856,0.818346043,0.8184,0.817831973,0.818963912,Michael Brantley,2018,4106,0.259309816,-0.071043746,0.31062475,-0.07517766,0.340114385,-0.549015941,0.678557649,54.06067424,56.22638221,56.08139297,54.33900412,54.04115258,54.92478686,54.20910522,89,17,76,0.309,0.832
105,Gorkys Hernandez,2018,4146,-0.855132576,-1.446180201,-0.683835315,-0.701306698,-0.610954089,-0.657351634,-0.11752401,24.09200534,23.06819587,26.83120204,23.989472,24.22772093,23.23157953,24.03453662,Gorkys Hernandez,2018,4146,0.799583304,0.029420926,-0.934824828,-1.0233676,-0.936690947,-0.933925465,-0.378961514,0.257779739,0.265219222,0.257,0.257447019,0.258171991,0.257159164,0.254266396,Gorkys Hernandez,2018,4146,-1.185761129,-1.65635288,-0.855132576,-1.409368552,-0.610954089,-1.98080285,-1.0233676,-1.858939318,-1.662964976,0.569653993,-1.842873676,-1.808027217,-1.81939258,-1.800296899,Gorkys Hernandez,2018,4146,-0.934824828,-0.936690947,-1.409368552,-0.933925465,0.029420926,-1.65635288,-1.446180201,0.652984074,0.652229881,0.720460251,0.65298387,0.653,0.652471507,0.651920116,Gorkys Hernandez,2018,4146,-0.855132576,-0.683835315,-0.657351634,-0.701306698,-1.185761129,0.278307854,-0.11752401,34.99422592,35.7486507,39.96452785,35.13724359,35.33855942,35.43841604,35.4888783,52,15,40,0.234,0.676
106,Yunel Escobar,2018,4191,0.006512979,-0.787358462,0.037327753,0.095851725,-0.051959357,0.348491797,0.190294232,43.10226922,43.43194883,44.49889882,43.20559167,43.08515764,44.01483576,43.1666514,Yunel Escobar,2018,4191,0.479110421,0.504751425,0.029492459,-0.099078726,0.126358699,-0.110425855,0.756747549,0.273626192,0.278839502,0.257,0.273704363,0.273668912,0.273772955,0.27245675,Yunel Escobar,2018,4191,-0.650163411,-0.970444177,0.006512979,-0.388680799,-0.051959357,-0.6912758,-0.099078726,6.506195143,6.599219484,6.779967031,6.501292008,6.536593129,6.494929677,6.47212911,Yunel Escobar,2018,4191,0.029492459,0.126358699,-0.388680799,-0.110425855,0.504751425,-0.970444177,-0.787358462,0.740799741,0.74011494,0.777354301,0.74079976,0.7408,0.740839585,0.740605018,Yunel Escobar,2018,4191,0.006512979,0.037327753,0.348491797,0.095851725,-0.650163411,-0.452090977,0.190294232,57.60757035,56.55759272,55.93837954,57.58494242,57.16387122,57.5309495,57.42363551,#N/A,#N/A,#N/A,#N/A,#N/A
107,Ryan Zimmerman,2018,4220,0.76134297,1.318874672,0.476724923,0.525260268,0.870177937,0.594627601,0.699786493,80.08368462,77.59798184,79.33004386,79.97108696,80.12595621,79.07614449,80.01258246,Ryan Zimmerman,2018,4220,0.00392649,0.035079623,0.691278831,0.813721812,0.491405936,0.760674888,0.243957699,0.268332384,0.26971658,0.257,0.268465247,0.268829354,0.268574697,0.270887851,Ryan Zimmerman,2018,4220,1.276447087,1.117180516,0.76134297,1.110723886,0.870177937,1.385426137,0.813721812,26.99971848,26.44442122,30.17657261,27.01139613,26.70854715,27.02898299,27.00316917,Ryan Zimmerman,2018,4220,0.691278831,0.491405936,1.110723886,0.760674888,0.035079623,1.117180516,1.318874672,0.828497063,0.828334543,0.819488893,0.828497083,0.8285,0.828487778,0.829345347,Ryan Zimmerman,2018,4220,0.76134297,0.476724923,0.594627601,0.525260268,1.276447087,0.361386395,0.699786493,68.59869376,68.27797722,68.43723753,68.50649937,68.3704651,68.34232896,68.53860693,33,13,51,0.264,0.824
108,Howie Kendrick,2018,4229,-0.096742066,-0.577733364,-0.258230881,-0.220515936,-0.207008991,0.040822042,-0.159981698,42.2097285,42.51910103,42.84289622,42.31711315,42.18653535,43.15284242,42.28124284,Howie Kendrick,2018,4229,1.36041085,0.742416675,0.469782984,0.400141706,0.383095218,0.094939035,0.295580838,0.287094914,0.293950273,0.257,0.287122758,0.287467426,0.287139964,0.285637618,Howie Kendrick,2018,4229,-0.41511693,-0.419958474,-0.096742066,0.167665906,-0.207008991,0.49339893,0.400141706,9.705386319,9.828565863,10.83913659,9.720580806,9.746570781,9.744261474,9.685875554,Howie Kendrick,2018,4229,0.469782984,0.383095218,0.167665906,0.094939035,0.742416675,-0.419958474,-0.577733364,0.787891099,0.787340983,0.798125807,0.787891092,0.7879,0.787809577,0.788182589,Howie Kendrick,2018,4229,-0.096742066,-0.258230881,0.040822042,-0.220515936,-0.41511693,-0.34131959,-0.159981698,51.68306368,51.41176897,49.98103099,51.68512006,51.43458238,51.69590491,51.65524122,#N/A,#N/A,#N/A,#N/A,#N/A
109,Stephen Drew,2018,4251,-0.677106635,0.250784884,-0.158397743,-0.165463559,-0.488546484,-0.704685442,-0.542100894,50.35707612,49.40854323,49.33579103,50.32555162,49.87350469,50.07943336,50.32840489,Stephen Drew,2018,4251,-2.791923148,-1.55501407,-1.042871582,-1.0233676,-0.976806028,-0.947525789,-0.895192906,0.195389384,0.18910426,0.257,0.195890171,0.195528491,0.196329637,0.198589188,Stephen Drew,2018,4251,-0.33805251,0.260674008,-0.677106635,-0.61869494,-0.488546484,-0.165449235,-1.0233676,15.92691499,15.48745054,14.31070764,15.90261752,15.742422,15.86577664,15.92047789,Stephen Drew,2018,4251,-1.042871582,-0.976806028,-0.61869494,-0.947525789,-1.55501407,0.260674008,0.250784884,0.652060047,0.651971896,0.747253897,0.652060357,0.652,0.652892502,0.651171578,Stephen Drew,2018,4251,-0.677106635,-0.158397743,-0.704685442,-0.165463559,-0.33805251,0.38215603,-0.542100894,45.03215114,43.04665377,43.10030494,44.8931885,44.95316633,44.59875956,45.0460351,#N/A,#N/A,#N/A,#N/A,#N/A
110,Matt Wieters,2018,4298,-0.563170032,-0.258304642,-0.037547101,0.0026297,-0.504867498,-0.283414547,-0.276740341,48.15393303,46.28035958,45.36357099,48.05937162,47.72793028,47.31153278,48.07239815,Matt Wieters,2018,4298,-0.86632315,-0.867482455,-0.934824828,-0.869841651,-1.065059207,-1.115489789,-0.172468957,0.236466262,0.237251345,0.257,0.236427685,0.23650645,0.236387773,0.234932192,Matt Wieters,2018,4298,0.028003485,-0.516689189,-0.563170032,-0.758141013,-0.504867498,-0.403323157,-0.869841651,11.70749699,11.40392665,11.44816449,11.71294765,11.56158652,11.72068101,11.71163317,Matt Wieters,2018,4298,-0.934824828,-1.065059207,-0.758141013,-1.115489789,-0.867482455,-0.516689189,-0.258304642,0.666639553,0.666396303,0.732503047,0.666639482,0.6666,0.666421787,0.665817938,Matt Wieters,2018,4298,-0.563170032,-0.037547101,-0.283414547,0.0026297,0.028003485,-0.0505447,-0.276740341,44.40974753,44.68942889,45.36751293,44.52824647,44.27230237,44.78046772,44.46439938,24,8,30,0.238,0.704
111,Joey Votto,2018,4314,3.097043319,1.867892788,1.607072502,1.109549499,1.97592664,1.704605411,1.357880665,107.3369127,102.0818586,89.30719757,107.0232002,107.8618339,104.5636801,107.1447065,Joey Votto,2018,4314,1.034412572,3.467078998,2.722557821,2.764650193,2.497159986,3.856108599,1.420965274,0.322397796,0.332273731,0.257,0.321600261,0.322449875,0.320918129,0.320218597,Joey Votto,2018,4314,1.708007839,1.405613919,3.097043319,2.039405982,1.97592664,1.239884856,2.764650193,33.56208441,33.20746478,30.42636492,33.51749693,33.35527381,33.45121204,33.47710359,Joey Votto,2018,4314,2.722557821,2.497159986,2.039405982,3.856108599,3.467078998,1.405613919,1.867892788,1.014160265,1.013049362,0.91655166,1.014159752,1.0144,1.012892438,1.016717201,Joey Votto,2018,4314,3.097043319,1.607072502,1.704605411,1.109549499,1.708007839,1.399868146,1.357880665,115.5862051,116.850296,95.48717934,115.9605577,115.7264525,116.6479461,115.938438,67,12,67,0.284,0.837
112,Daniel Murphy,2018,4316,1.619428007,0.819767294,0.867519118,0.910626909,1.363888613,1.553137224,2.398094032,87.16900403,83.55555914,82.18944694,86.97653486,87.83650008,85.45899065,87.01023377,Daniel Murphy,2018,4316,0.959819746,1.517658083,1.709619495,1.872737539,1.514340502,1.95342329,1.15252495,0.307781457,0.313271288,0.257,0.307254299,0.307832235,0.306792384,0.30606584,Daniel Murphy,2018,4316,1.600117651,1.036278464,1.619428007,1.799328722,1.363888613,-0.066856755,1.872737539,24.29142438,24.02034627,25.05740432,24.30494502,24.09025114,24.32517391,24.29837379,Daniel Murphy,2018,4316,1.709619495,1.514340502,1.799328722,1.95342329,1.517658083,1.036278464,0.819767294,0.928672922,0.92810301,0.85845854,0.928672511,0.9288,0.927559534,0.930500605,Daniel Murphy,2018,4316,1.619428007,0.867519118,1.553137224,0.910626909,1.600117651,0.762932672,2.398094032,81.69686575,83.64958434,84.47752377,81.81668463,81.77616123,82.10448987,81.99917434,40,12,42,0.299,0.79
113,Scott Van Slyke,2018,4365,-1.068763705,-0.847251348,-1.307792433,-1.347254591,-1.467807328,-1.272691144,-0.754389337,28.98018325,26.96192788,25.11236677,28.87867491,28.88945644,28.06877271,28.87585176,Scott Van Slyke,2018,4365,-0.084479823,-0.253513894,-0.47562612,-0.52205838,-0.214619489,-0.376312187,-1.239347168,0.239929791,0.241595593,0.257,0.239676147,0.240409066,0.239466566,0.238562694,Scott Van Slyke,2018,4365,-0.877503449,-0.372472487,-1.068763705,-0.589943173,-1.467807328,-0.619287639,-0.52205838,5.84109187,5.980233322,5.683040731,5.837734409,5.922171538,5.832302657,5.82485712,Scott Van Slyke,2018,4365,-0.47562612,-0.214619489,-0.589943173,-0.376312187,-0.253513894,-0.372472487,-0.847251348,0.699955311,0.699405669,0.763340969,0.699955261,0.7,0.699917043,0.69948282,Scott Van Slyke,2018,4365,-1.068763705,-1.307792433,-1.272691144,-1.347254591,-0.877503449,-0.829406013,-0.754389337,24.80363107,25.91796983,25.62408965,24.93173996,25.09207239,25.20494841,25.08064241,#N/A,#N/A,#N/A,#N/A,#N/A
114,Chris Denorfia,2018,4400,-1.17557927,-1.146715774,-1.452287766,-1.420657761,-1.508609863,-1.178023527,-1.072822,22.10700216,21.11397166,21.39364075,22.10229606,21.9898986,22.04531498,22.07959379,Chris Denorfia,2018,4400,1.352122758,-0.19692693,-0.556661186,-0.616053859,-0.455309975,-0.403512835,-0.929608333,0.260843182,0.267362504,0.257,0.260643808,0.26186163,0.260476103,0.260845459,Chris Denorfia,2018,4400,-1.339889969,-1.075968593,-1.17557927,-0.733702011,-1.508609863,-0.74448444,-0.616053859,0.291250379,0.623302664,3.470500882,0.287902386,0.475818893,0.283870306,0.228333329,Chris Denorfia,2018,4400,-0.556661186,-0.455309975,-0.733702011,-0.403512835,-0.19692693,-1.075968593,-1.146715774,0.691981227,0.691301408,0.749047069,0.691981164,0.692,0.691832701,0.691385644,Chris Denorfia,2018,4400,-1.17557927,-1.452287766,-1.178023527,-1.420657761,-1.339889969,-0.587093605,-1.072822,23.75632735,24.1443326,25.53808987,23.74921719,23.94699689,23.75846232,24.03669206,#N/A,#N/A,#N/A,#N/A,#N/A
115,Jed Lowrie,2018,4418,0.408851607,-0.457947593,0.472127345,0.433506306,0.372387008,0.454992866,1.410952775,53.24626718,54.30768641,55.81072703,53.37839431,53.52319469,54.43978641,53.30916356,Jed Lowrie,2018,4418,0.122722473,0.436847068,0.018687783,-0.030148708,0.158450764,0.082698743,0.364411691,0.266405919,0.27028809,0.257,0.266157684,0.266383743,0.265946887,0.264111539,Jed Lowrie,2018,4418,-0.010528725,-0.476238163,0.408851607,-0.267923374,0.372387008,-1.055911482,-0.030148708,11.98398499,11.82655942,9.167261031,11.97502987,11.87591846,11.96144886,11.98921465,Jed Lowrie,2018,4418,0.018687783,0.158450764,-0.267923374,0.082698743,0.436847068,-0.476238163,-0.457947593,0.746756078,0.746116713,0.784606662,0.746755949,0.7468,0.746466288,0.746682117,Jed Lowrie,2018,4418,0.408851607,0.472127345,0.454992866,0.433506306,-0.010528725,0.167536468,1.410952775,65.16488434,64.74151366,63.07559555,65.24240875,65.12619173,65.38295196,65.24021399,78,23,99,0.267,0.801
116,Brandon Moss,2018,4467,-0.299691639,0.899624475,-0.129498676,-0.128761974,-0.239651019,-0.550850565,-0.489028784,60.69269978,60.16237806,59.93613202,60.73343576,60.26521806,61.03480618,60.71107607,Brandon Moss,2018,4467,-1.283490438,-1.079683571,-0.337866508,-0.203518146,-0.391125846,-0.473554502,-0.905517534,0.227633391,0.224271056,0.257,0.227761557,0.227970322,0.227869764,0.229003923,Brandon Moss,2018,4467,0.120480789,1.111904295,-0.299691639,0.268297093,-0.239651019,1.097473494,-0.203518146,22.72800373,22.23871005,21.86571594,22.7093492,22.51914896,22.68118042,22.71368242,Brandon Moss,2018,4467,-0.337866508,-0.391125846,0.268297093,-0.473554502,-1.079683571,1.111904295,0.899624475,0.730524879,0.730606536,0.796087215,0.73052497,0.7305,0.730762601,0.730454409,Brandon Moss,2018,4467,-0.299691639,-0.129498676,-0.550850565,-0.128761974,0.120480789,0.129458803,-0.489028784,51.127138,48.70116565,46.62334294,50.8840359,50.90710113,50.37946866,50.96207905,#N/A,#N/A,#N/A,#N/A,#N/A
117,James Loney,2018,4556,-0.406263981,-0.478404366,-0.296018517,-0.235808031,-0.672591467,-0.153008557,-0.325260537,45.29653423,43.66279989,42.15208425,45.26300498,44.99776817,44.97146498,45.24410035,James Loney,2018,4556,-0.257890189,-0.19454856,-0.398824764,-0.366499133,-0.273185985,-0.378790956,0.082361927,0.25456783,0.256622353,0.257,0.25421721,0.254520407,0.253915711,0.251931177,James Loney,2018,4556,-0.457144092,-0.640304935,-0.406263981,-0.405719085,-0.672591467,-0.615706345,-0.366499133,8.131057802,8.132750034,7.933769684,8.121093846,8.145411868,8.106851223,8.074176214,James Loney,2018,4556,-0.398824764,-0.273185985,-0.405719085,-0.378790956,-0.19454856,-0.640304935,-0.478404366,0.71487938,0.714371353,0.766031572,0.714879166,0.714898861,0.714349267,0.714535434,James Loney,2018,4556,-0.406263981,-0.296018517,-0.153008557,-0.235808031,-0.457144092,-0.373025798,-0.325260537,46.39404925,46.09755724,45.58972349,46.4080101,46.14020609,46.44543623,46.35491352,#N/A,#N/A,#N/A,#N/A,#N/A
118,Starlin Castro,2018,4579,0.266430854,0.250784884,0.476068126,0.646375498,0.356065994,0.81236312,0.073535589,64.43307469,62.1425215,62.61704026,64.35737635,64.11003902,63.73373003,64.3819191,Starlin Castro,2018,4579,0.758142845,-0.100729091,0.078113498,0.130688,0.08223211,-0.122666147,1.107784896,0.283223505,0.287310279,0.257,0.283143334,0.283336186,0.283067439,0.282721101,Starlin Castro,2018,4579,0.498096446,-0.237049487,0.266430854,0.22660703,0.356065994,0.374461969,0.130688,15.83084163,15.5518354,16.90039668,15.842352,15.68343391,15.86051274,15.79970006,Starlin Castro,2018,4579,0.078113498,0.08223211,0.22660703,-0.122666147,-0.100729091,-0.237049487,0.250784884,0.762227881,0.761898234,0.794509211,0.762227804,0.7622,0.761976366,0.762340178,Starlin Castro,2018,4579,0.266430854,0.476068126,0.81236312,0.646375498,0.498096446,0.264461431,0.073535589,62.78551366,62.43429483,62.1041286,62.73165624,62.24074445,62.65690306,62.64431583,76,12,54,0.278,0.729
119,Nick Swisher,2018,4599,-1.211184458,-0.847251348,-1.261816645,-1.369275542,-1.671820003,-1.509360187,-1.285110443,26.25537117,24.75367809,24.50609424,26.19535336,25.92091487,25.71029112,26.18359058,Nick Swisher,2018,4599,-2.045994885,-0.394981305,-1.015859894,-1.242690384,-0.936690947,-0.661918988,-1.411424299,0.198612947,0.197991769,0.257,0.199178981,0.199078159,0.199683566,0.201023645,Nick Swisher,2018,4599,-1.070164499,-0.741807943,-1.211184458,-1.495623855,-1.671820003,-0.181098836,-1.242690384,6.701185355,6.668496766,6.305062969,6.68471754,6.720300233,6.659068459,6.688989321,Nick Swisher,2018,4599,-1.015859894,-0.936690947,-1.495623855,-0.661918988,-0.394981305,-0.741807943,-0.847251348,0.63200867,0.631355967,0.717143175,0.63200905,0.632,0.633083543,0.63075993,Nick Swisher,2018,4599,-1.211184458,-1.261816645,-1.509360187,-1.369275542,-1.070164499,-1.521727181,-1.285110443,25.06115811,25.34007259,23.88806455,25.22407861,25.07861309,25.53220345,25.0274019,#N/A,#N/A,#N/A,#N/A,#N/A
120,Prince Fielder,2018,4613,0.223947851,0.060631602,0.31283227,0.281684316,-0.036071919,0.301396005,0.05685866,60.42334756,57.42072908,57.33264992,60.2649761,60.17063916,59.0071444,60.30104994,Prince Fielder,2018,4613,-0.382211566,0.15346127,-0.0746845,-0.103311792,-0.164875267,0.112860752,0.443723901,0.25650266,0.259673694,0.257,0.256605784,0.256691997,0.256695423,0.257050813,Prince Fielder,2018,4613,0.421390295,-0.260417038,0.223947851,-0.220270184,-0.036071919,-0.235421062,-0.103311792,15.29748688,15.01438468,14.70506359,15.29397031,15.15206192,15.28846566,15.27882184,Prince Fielder,2018,4613,-0.0746845,-0.164875267,-0.220270184,0.112860752,0.15346127,-0.260417038,0.060631602,0.740092261,0.739563774,0.785668373,0.740092288,0.740098861,0.740153413,0.73995437,Prince Fielder,2018,4613,0.223947851,0.31283227,0.301396005,0.281684316,0.421390295,0.073521355,0.05685866,59.18471619,60.07409638,58.05378426,59.38732844,59.01099774,59.80246585,59.25958391,#N/A,#N/A,#N/A,#N/A,#N/A
