Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,Spd,wRC+,wSB,UBR,wGDP,FB%+,BB%+,LD+%,GB%+,Hard%,Med%,Soft%,Oppo%,Cent%,Pull%,HR/FB,playerid,SS
2014,Charlie Culberson,Rockies,95,210,233,41,29,7,2,3,17,24,12,2,62,5,2,4,6,2,2,0.195,5.20%,26.60%,0.19,0.253,0.29,0.544,0.095,0.259,13,-12.1,0.242,4.3,33,-0.5,2.1,-0.3,98,66,67,117,24.00%,52.00%,24.00%,30.50%,35.10%,34.40%,6.00%,3298,N
2014,Mark Ellis,Cardinals,73,178,202,32,26,6,0,0,15,12,14,3,38,4,2,4,0,4,1,0.18,6.90%,18.80%,0.37,0.253,0.213,0.466,0.034,0.225,7,-15.2,0.212,4.1,30,0.3,1.3,1.2,92,89,99,107,24.00%,59.60%,16.40%,21.20%,44.50%,34.30%,0.00%,1443,N
2014,Dan Uggla,- - -,52,141,157,21,16,3,0,2,14,10,11,0,46,4,1,0,3,0,0,0.149,7.00%,29.30%,0.24,0.229,0.213,0.442,0.064,0.202,5,-12.1,0.209,2,28,-0.1,1,0.2,131,90,79,86,35.40%,51.00%,13.50%,11.50%,34.40%,54.20%,4.70%,3442,N
2014,Jake Elmore,Reds,5,11,12,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.182,8.30%,33.30%,0.25,0.25,0.182,0.432,0,0.286,0,-1,0.206,0.1,23,0,0,0.1,125,106,136,64,0.00%,57.10%,42.90%,28.60%,57.10%,14.30%,0.00%,7290,N
2014,Rafael Furcal,Marlins,9,35,37,6,5,0,1,0,4,2,2,0,7,0,0,0,1,0,0,0.171,5.40%,18.90%,0.29,0.216,0.229,0.445,0.057,0.214,1,-3.1,0.202,5.1,23,0,0.1,-0.1,22,69,71,173,17.90%,67.90%,14.30%,21.40%,39.30%,39.30%,0.00%,88,N
2014,Brooks Conrad,Padres,13,30,34,3,1,1,0,1,2,2,3,0,14,0,1,0,0,0,0,0.1,8.80%,41.20%,0.21,0.176,0.233,0.41,0.133,0.125,0,-3.2,0.188,0.8,17,0,0.2,0.2,155,113,84,66,17.70%,58.80%,23.50%,17.70%,23.50%,58.80%,11.10%,3664,N
2014,Jeff Kobernus,Nationals,4,6,8,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,12.50%,12.50%,1,0.25,0,0.25,0,0,0,-0.8,0.176,2.6,4,0,0,0,176,160,95,45,20.00%,20.00%,60.00%,40.00%,40.00%,20.00%,0.00%,9591,N
2014,Jayson Nix,- - -,34,75,82,10,9,0,0,1,2,3,3,0,22,2,0,1,2,1,2,0.133,3.70%,26.80%,0.14,0.188,0.173,0.361,0.04,0.173,0,-8.8,0.171,1.8,3,-0.6,0.1,-0.2,101,47,110,94,25.90%,44.40%,29.60%,22.20%,33.30%,44.40%,5.60%,3790,N
2014,Michael Martinez,Pirates,26,39,44,5,4,1,0,0,2,2,4,1,13,0,0,1,0,0,0,0.128,9.10%,29.50%,0.31,0.209,0.154,0.363,0.026,0.192,0,-4.9,0.165,0.9,0,0,-0.1,0.2,45,116,73,154,11.10%,55.60%,33.30%,22.20%,33.30%,44.40%,0.00%,7358,N
2014,Irving Falu,- - -,22,30,35,3,3,0,0,0,0,1,4,1,5,0,1,0,2,1,0,0.1,11.40%,14.30%,0.8,0.2,0.1,0.3,0,0.115,-1,-4.5,0.139,3.5,-18,0.2,0,-0.2,37,146,99,149,15.40%,61.50%,23.10%,34.60%,23.10%,42.30%,0.00%,6165,N
2014,Marco Scutaro,Giants,5,11,13,1,1,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0.091,7.70%,23.10%,0.33,0.167,0.091,0.258,0,0.125,0,-1.8,0.132,2.6,-21,0,0.2,-0.1,73,98,178,84,11.10%,55.60%,33.30%,22.20%,33.30%,44.40%,0.00%,1555,N
2014,Jace Peterson,Padres,27,53,58,6,6,0,0,0,3,0,2,1,18,1,0,2,1,2,0,0.113,3.40%,31.00%,0.11,0.161,0.113,0.274,0,0.171,-2,-8.3,0.123,5.8,-27,0.4,0.3,0.1,67,44,68,140,24.30%,54.10%,21.60%,16.20%,48.70%,35.10%,0.00%,12325,N
2014,Cristhian Adames,Rockies,7,15,15,1,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0.067,0.00%,33.30%,0,0.067,0.067,0.133,0,0.1,-1,-2.9,0.059,2.6,-92,0,0,-0.1,29,0,95,156,10.00%,50.00%,40.00%,40.00%,20.00%,40.00%,0.00%,6013,N
2014,Tony Abreu,Giants,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-1,-1,0,0.1,-100,0,0,-0.4,73,0,0,167,0.00%,50.00%,50.00%,0.00%,75.00%,25.00%,0.00%,5053,N
