Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,Spd,wRC+,wSB,UBR,wGDP,FB%+,BB%+,LD+%,GB%+,Hard%,Med%,Soft%,Oppo%,Cent%,Pull%,HR/FB,playerid,SS
2018,Jose Pirela,Padres,146,438,473,109,79,23,2,5,54,32,30,1,89,3,2,0,10,6,3,0.249,6.30%,18.80%,0.34,0.3,0.345,0.645,0.096,0.301,43,-12.2,0.283,4.6,77,-0.3,-3.8,-0.5,74,71,95,124,34.50%,41.90%,23.70%,27.10%,40.50%,32.50%,5.60%,5485,N
2018,Wilmer Difo,Nationals,148,408,456,94,66,14,7,7,55,42,39,5,82,2,4,3,8,10,3,0.23,8.60%,18.00%,0.48,0.298,0.35,0.649,0.12,0.269,41,-12.7,0.28,6.6,71,0.5,-0.1,0.3,97,95,108,98,21.00%,53.50%,25.50%,25.50%,33.60%,40.80%,6.40%,14320,N
2018,Joe Panik,Giants,102,358,392,91,72,14,1,4,38,24,26,3,30,3,4,1,10,4,2,0.254,6.60%,7.70%,0.87,0.307,0.332,0.639,0.078,0.265,35,-11.2,0.28,3.5,77,-0.3,-0.3,-0.7,85,74,105,110,31.20%,50.50%,18.30%,28.20%,33.30%,38.40%,4.10%,11936,N
2018,Alex Blandino,Reds,69,128,147,30,25,4,0,1,14,8,13,1,41,4,0,2,4,0,0,0.234,8.80%,27.90%,0.32,0.324,0.289,0.613,0.055,0.337,13,-4.3,0.279,1.5,70,-0.1,0.5,-0.7,92,99,105,104,33.70%,48.30%,18.00%,31.50%,33.70%,34.80%,3.60%,16271,N
2018,Max Moroff,Pirates,26,59,67,11,7,1,0,3,7,9,7,1,24,1,0,0,0,0,0,0.186,10.40%,35.80%,0.29,0.284,0.356,0.64,0.169,0.25,6,-2,0.278,1.2,73,0,-0.1,0.3,126,116,94,82,34.30%,40.00%,25.70%,20.00%,42.90%,37.10%,20.00%,14556,N
2018,Greg Garcia,Cardinals,114,181,208,40,31,6,0,3,15,15,20,1,37,4,2,1,3,3,1,0.221,9.60%,17.80%,0.54,0.309,0.304,0.613,0.083,0.259,18,-6.6,0.276,2.8,73,0.1,0.6,0.3,93,107,99,106,27.90%,53.10%,19.10%,32.00%,39.50%,28.60%,6.70%,10951,N
2018,Adrian Sanchez,Nationals,28,58,59,16,13,2,1,0,8,3,1,0,8,0,0,0,0,0,0,0.276,1.70%,13.60%,0.13,0.288,0.345,0.633,0.069,0.32,5,-1.9,0.275,4.7,67,0,0.7,0.4,82,19,93,118,26.00%,58.00%,16.00%,28.00%,46.00%,26.00%,0.00%,11338,N
2018,Chase Utley,Dodgers,87,164,187,35,23,10,1,1,18,14,17,2,34,5,1,0,3,3,1,0.213,9.10%,18.20%,0.5,0.305,0.305,0.61,0.091,0.262,15,-6.6,0.272,4.8,71,0.1,1.8,-0.2,101,101,109,94,34.40%,51.20%,14.50%,27.50%,36.60%,35.90%,2.20%,1679,N
2018,Luis Urias,Padres,12,48,53,10,7,1,0,2,5,5,3,0,10,1,1,0,0,1,0,0.208,5.70%,18.90%,0.3,0.264,0.354,0.618,0.146,0.216,4,-2,0.269,4.1,68,0.2,0,0.2,60,63,72,146,30.80%,43.60%,25.60%,30.80%,28.20%,41.00%,25.00%,16622,N
2018,Ildemaro Vargas,Diamondbacks,14,19,20,4,3,0,0,1,2,4,1,0,4,0,0,0,1,1,0,0.211,5.00%,20.00%,0.25,0.25,0.368,0.618,0.158,0.214,2,-0.8,0.268,5.2,64,0.2,-0.1,0,76,56,153,92,26.70%,66.70%,6.70%,20.00%,26.70%,53.30%,25.00%,13324,N
2018,Chase d'Arnaud,Giants,42,93,100,20,12,5,0,3,9,9,4,0,37,1,1,1,0,2,1,0.215,4.00%,37.00%,0.11,0.253,0.366,0.618,0.151,0.315,8,-4,0.266,3.7,68,0,-0.1,0.5,126,45,128,65,36.20%,46.60%,17.20%,15.50%,43.10%,41.40%,12.00%,6652,N
2018,Sean Rodriguez,Pirates,66,150,173,25,14,5,1,5,21,19,22,1,60,1,0,0,1,1,0,0.167,12.70%,34.70%,0.37,0.277,0.313,0.591,0.147,0.235,13,-7.1,0.264,4.9,64,0.1,0.8,0.5,138,142,87,75,26.70%,46.70%,26.70%,22.20%,31.10%,46.70%,11.60%,6589,N
2018,Carlos Asuaje,Padres,79,189,218,37,26,8,1,2,15,19,24,1,46,1,3,1,5,1,1,0.196,11.00%,21.10%,0.52,0.286,0.28,0.566,0.085,0.243,15,-10.6,0.255,2.8,59,-0.3,0,-0.2,113,123,95,92,35.40%,44.90%,19.70%,27.90%,29.90%,42.20%,3.50%,15197,N
2018,Jesmuel Valentin,Phillies,46,79,89,14,7,5,1,1,8,6,8,0,24,1,1,0,1,0,0,0.177,9.00%,27.00%,0.33,0.258,0.304,0.562,0.127,0.236,6,-4.7,0.25,3.6,52,0,0.3,0.2,128,100,123,66,25.00%,51.80%,23.20%,19.60%,35.70%,44.60%,4.00%,14548,N
2018,Logan Forsythe,Dodgers,70,193,211,40,28,10,0,2,18,13,17,1,43,0,1,0,5,2,0,0.207,8.10%,20.40%,0.4,0.27,0.29,0.56,0.083,0.255,13,-11.4,0.249,3.4,56,0.3,0.6,-0.1,112,90,82,100,34.40%,54.30%,11.30%,31.80%,29.80%,38.40%,3.40%,7185,N
2018,Jonathan Schoop,Brewers,46,124,134,25,17,4,0,4,16,21,7,1,41,1,2,0,3,1,0,0.202,5.20%,30.60%,0.17,0.246,0.331,0.577,0.129,0.259,8,-7.3,0.248,4,50,0.1,0.2,-0.5,88,58,97,112,31.80%,52.90%,15.30%,20.00%,30.60%,49.40%,15.40%,11265,N
2018,Christopher Bostick,- - -,15,16,18,3,2,1,0,0,0,2,2,0,7,0,0,0,0,0,0,0.188,11.10%,38.90%,0.29,0.278,0.25,0.528,0.063,0.333,1,-1,0.244,0.1,54,0,-0.1,0,96,124,153,77,33.30%,22.20%,44.40%,22.20%,33.30%,44.40%,0.00%,13718,N
2018,Luis Guillorme,Mets,35,67,74,14,12,2,0,0,4,5,7,0,3,0,0,0,1,1,0,0.209,9.50%,4.10%,2.33,0.284,0.239,0.523,0.03,0.219,4,-4.4,0.242,3.1,52,0.2,0.5,0,83,105,81,123,26.60%,57.80%,15.60%,46.90%,29.70%,23.40%,0.00%,16451,N
2018,Abiatal Avelino,Giants,6,11,11,3,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.273,0.00%,27.30%,0,0.273,0.273,0.545,0,0.375,1,-0.7,0.24,1.6,50,0,0.2,0,36,0,57,173,37.50%,50.00%,12.50%,12.50%,37.50%,50.00%,0.00%,15496,N
2018,Kelby Tomlinson,Giants,63,140,152,29,23,4,2,0,9,10,9,0,35,2,0,1,3,0,2,0.207,5.90%,23.00%,0.26,0.265,0.264,0.529,0.057,0.276,8,-9.4,0.239,4,49,-0.9,0.3,-0.1,47,66,107,139,23.60%,52.80%,23.60%,40.60%,32.10%,27.40%,0.00%,13005,N
2018,Miguel Gomez,Giants,9,15,15,4,4,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0.267,0.00%,33.30%,0,0.267,0.267,0.533,0,0.4,1,-1,0.235,2.6,46,0,-0.8,0.1,57,0,92,139,20.00%,60.00%,20.00%,20.00%,10.00%,70.00%,0.00%,17075,N
2018,Edmundo Sosa,Cardinals,3,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,33.30%,33.30%,1,0.333,0,0.333,0,0,0,-0.2,0.23,2.6,42,0,0,0,287,371,0,0,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,17022,N
2018,Nate Orf,Brewers,15,21,25,2,1,0,0,1,4,1,3,0,8,1,0,0,1,1,0,0.095,12.00%,32.00%,0.38,0.24,0.238,0.478,0.143,0.083,1,-1.8,0.228,6.6,37,0.2,-0.1,-0.1,132,134,0,124,38.50%,30.80%,30.80%,7.70%,38.50%,53.90%,16.70%,15407,N
2018,Breyvic Valera,Dodgers,20,29,34,5,5,0,0,0,4,4,4,0,4,0,0,1,0,0,0,0.172,11.80%,11.80%,1,0.273,0.172,0.445,0,0.2,1,-2.7,0.217,2.3,35,0,0,0.2,84,131,57,135,26.90%,69.20%,3.90%,26.90%,26.90%,46.20%,0.00%,12758,N
2018,Kevin Newman,Pirates,31,91,97,19,17,2,0,0,7,6,4,1,23,1,1,0,2,0,1,0.209,4.10%,23.70%,0.17,0.247,0.231,0.478,0.022,0.275,3,-8.2,0.211,2.1,28,-0.5,-0.7,0,71,46,93,127,18.80%,60.90%,20.30%,26.10%,46.40%,27.50%,0.00%,17696,N
2018,Pat Valaika,Rockies,68,122,133,19,12,5,0,2,8,5,9,0,30,0,0,2,4,0,0,0.156,6.80%,22.60%,0.3,0.214,0.246,0.46,0.09,0.189,4,-11.7,0.207,1,9,-0.1,-0.2,-0.5,118,75,92,90,19.20%,59.60%,21.30%,23.40%,35.10%,41.50%,5.40%,14885,N
2018,Eric Sogard,Brewers,55,97,113,13,10,3,0,0,7,2,12,1,23,2,1,1,3,3,0,0.134,10.60%,20.40%,0.52,0.241,0.165,0.406,0.031,0.173,2,-11.1,0.194,4.6,14,0.5,0.7,0,105,118,124,84,34.20%,51.30%,14.50%,25.00%,38.20%,36.80%,0.00%,7927,N
2018,Blake Trahan,Reds,11,14,14,3,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0.214,0.00%,28.60%,0,0.214,0.214,0.429,0,0.3,0,-1.4,0.188,2.6,9,0,-0.2,0,57,0,92,139,30.00%,40.00%,30.00%,40.00%,30.00%,30.00%,0.00%,17588,N
2018,Daniel Castro,Rockies,18,46,47,8,6,1,0,1,2,6,1,1,7,0,0,0,2,0,0,0.174,2.10%,14.90%,0.14,0.191,0.261,0.452,0.087,0.184,1,-4.9,0.186,0.3,-4,0,0,-0.7,81,24,59,136,12.80%,53.90%,33.30%,28.20%,33.30%,38.50%,9.10%,15450,N
2018,Phillip Evans,Mets,15,21,23,3,3,0,0,0,1,1,2,0,8,0,0,0,1,1,0,0.143,8.70%,34.80%,0.25,0.217,0.143,0.36,0,0.231,0,-2.6,0.175,4.6,8,0.2,0,-0.3,110,97,106,89,46.20%,23.10%,30.80%,7.70%,38.50%,53.90%,0.00%,12950,N
2018,Kevin Kramer,Pirates,21,37,40,5,5,0,0,0,5,4,2,0,20,0,1,0,0,0,0,0.135,5.00%,50.00%,0.1,0.175,0.135,0.31,0,0.278,-1,-5.6,0.144,2.6,-16,0,0.5,0.3,175,56,127,26,55.60%,44.40%,0.00%,33.30%,33.30%,33.30%,0.00%,17689,N
2018,Rosell Herrera,Reds,11,13,13,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0.154,0.00%,38.50%,0,0.154,0.154,0.308,0,0.25,0,-1.9,0.135,2.5,-26,-0.4,0,0.1,72,0,57,144,37.50%,12.50%,50.00%,25.00%,50.00%,25.00%,0.00%,11611,N
2018,Ty Kelly,Mets,9,11,12,1,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0.091,8.30%,16.70%,0.5,0.167,0.091,0.258,0,0.111,0,-1.8,0.131,2.6,-22,0,0,-0.3,72,93,57,144,11.10%,66.70%,22.20%,22.20%,22.20%,55.60%,0.00%,7740,N
2018,Nick Franklin,Brewers,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,-0.5,0,0.1,-100,0,0,0,0,0,0,231,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,10166,N
2018,Mike Freeman,Cubs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,-0.3,0,0.1,-100,0,0,0,,0,,,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,11241,N
2017,Austin Barnes,Dodgers,102,218,262,63,38,15,2,8,35,38,39,1,43,5,0,0,6,4,1,0.289,14.90%,16.40%,0.91,0.408,0.486,0.895,0.197,0.329,46,14.3,0.386,4.9,142,0.2,-1.3,-0.2,83,165,125,102,30.90%,48.00%,21.10%,25.10%,41.70%,33.10%,15.70%,12158,N
2017,Daniel Murphy,Nationals,144,534,593,172,103,43,3,23,94,93,52,14,77,4,3,0,16,2,0,0.322,8.80%,13.00%,0.68,0.384,0.543,0.928,0.221,0.341,104,31.9,0.385,3.8,135,0,-1.1,-0.9,110,97,134,76,35.70%,47.60%,16.70%,24.60%,36.30%,39.10%,12.80%,4316,Y
2017,Tommy La Stella,Cubs,73,125,151,36,23,8,0,5,18,22,20,1,18,2,2,0,3,0,0,0.288,13.20%,11.90%,1.11,0.389,0.472,0.861,0.184,0.298,24,6.1,0.368,1.1,126,-0.1,-0.2,0.4,96,147,112,97,32.10%,52.30%,15.60%,19.30%,35.80%,45.00%,13.50%,12371,N
2017,Scooter Gennett,Reds,141,461,497,136,84,22,3,27,80,97,30,1,114,4,2,0,15,3,2,0.295,6.00%,22.90%,0.26,0.342,0.531,0.874,0.236,0.339,80,19.2,0.367,4.3,123,-0.5,-1.4,-0.4,107,67,103,93,34.40%,48.40%,17.20%,23.80%,33.80%,42.40%,20.80%,10339,N
2017,Christopher Bostick,Pirates,20,27,32,8,6,2,0,0,6,1,4,0,9,1,0,0,0,0,1,0.296,12.50%,28.10%,0.44,0.406,0.37,0.777,0.074,0.444,5,0.8,0.351,3.6,116,-0.5,0.5,0.1,95,139,81,113,27.80%,50.00%,22.20%,22.20%,50.00%,27.80%,0.00%,13718,N
2017,Ian Happ,Cubs,115,364,413,92,48,17,3,24,62,68,39,5,129,4,4,2,12,8,4,0.253,9.40%,31.20%,0.3,0.328,0.514,0.842,0.261,0.316,60,9.8,0.349,5.7,114,-0.3,-0.4,-1.9,113,105,98,91,32.80%,48.60%,18.70%,23.70%,31.50%,44.80%,25.30%,17919,N
2017,Ozzie Albies,Braves,57,217,244,62,42,9,5,6,34,28,21,0,36,3,2,1,3,8,1,0.286,8.60%,14.80%,0.58,0.354,0.456,0.81,0.171,0.316,35,5.3,0.347,7.4,111,1,1.4,0.3,115,96,91,92,33.20%,52.20%,14.70%,21.70%,35.30%,42.90%,8.20%,16556,N
2017,Neil Walker,- - -,111,385,448,102,65,21,2,14,59,49,55,2,77,5,2,1,9,0,2,0.265,12.30%,17.20%,0.71,0.362,0.439,0.801,0.174,0.297,64,9.5,0.346,2.8,115,-1.2,0.8,-0.2,119,136,107,82,32.80%,49.50%,17.70%,22.20%,34.70%,43.10%,10.90%,7539,N
2017,Cesar Hernandez,Phillies,128,511,577,150,109,26,6,9,85,34,61,1,104,4,1,0,8,15,5,0.294,10.60%,18.00%,0.59,0.373,0.421,0.793,0.127,0.353,82,12.1,0.346,6,111,0.4,0.8,-0.4,70,118,110,119,22.10%,54.40%,23.50%,26.50%,37.80%,35.80%,9.30%,10556,N
2017,Eric Sogard,Brewers,94,249,299,68,49,15,1,3,37,18,45,2,37,4,0,1,7,3,3,0.273,15.10%,12.40%,1.22,0.393,0.378,0.77,0.104,0.311,42,5.7,0.343,3.3,109,-0.9,-0.8,-0.7,92,167,139,88,26.30%,56.80%,16.90%,30.50%,31.50%,38.00%,4.50%,7927,N
2017,DJ LeMahieu,Rockies,155,609,682,189,149,28,4,8,95,64,59,1,90,6,5,3,24,6,5,0.31,8.70%,13.20%,0.66,0.374,0.409,0.783,0.099,0.351,95,12,0.342,3.9,94,-1.5,0.2,-3.2,56,96,120,126,30.60%,54.10%,15.40%,38.30%,40.00%,21.60%,7.80%,9874,N
2017,Phillip Evans,Mets,19,33,38,10,8,2,0,0,4,1,4,0,8,1,0,0,0,0,0,0.303,10.50%,21.10%,0.5,0.395,0.364,0.758,0.061,0.4,5,0.7,0.341,1.3,114,0,-0.3,0.2,91,117,175,72,36.00%,36.00%,28.00%,20.00%,36.00%,44.00%,0.00%,12950,N
2017,Asdrubal Cabrera,Mets,135,479,540,134,88,32,0,14,66,59,50,1,83,5,5,1,19,3,2,0.28,9.30%,15.40%,0.6,0.351,0.434,0.785,0.154,0.31,74,7.8,0.338,2.5,112,-0.6,-6.2,-2.1,103,103,99,98,36.80%,46.00%,17.20%,19.40%,34.30%,46.30%,9.70%,4962,N
2017,Kolten Wong,Cardinals,108,354,411,101,67,27,3,4,55,42,41,11,60,12,3,1,4,8,2,0.285,10.00%,14.60%,0.68,0.376,0.412,0.788,0.127,0.331,55,5.2,0.336,5.4,108,0.5,1.6,1.6,90,111,98,109,28.20%,51.00%,20.80%,28.50%,33.20%,38.30%,4.30%,12532,N
2017,Josh Harrison,Pirates,128,486,542,132,88,26,2,16,66,47,28,2,90,23,3,2,5,12,4,0.272,5.20%,16.60%,0.31,0.339,0.432,0.771,0.16,0.303,71,5.1,0.332,4.9,104,0.4,0.7,1.1,116,57,111,82,32.40%,48.90%,18.70%,24.20%,31.90%,43.90%,10.00%,8202,N
2017,Joe Panik,Giants,138,511,573,147,104,28,5,10,60,53,46,4,54,5,8,3,10,4,1,0.288,8.00%,9.40%,0.85,0.347,0.421,0.768,0.133,0.301,74,3.7,0.329,4.2,104,0,-2.5,0.4,97,89,107,100,26.10%,53.90%,20.10%,27.10%,36.80%,36.10%,6.40%,11936,N
2017,Javier Baez,Cubs,145,469,508,128,79,24,2,23,75,75,30,15,144,1,2,6,10,10,3,0.273,5.90%,28.30%,0.21,0.317,0.48,0.796,0.207,0.345,64,2,0.326,5.3,98,0.5,2.8,0.5,102,66,75,110,32.40%,46.30%,21.30%,21.90%,38.10%,39.90%,19.70%,12979,N
2017,Brandon Drury,Diamondbacks,135,445,480,119,67,37,2,13,41,63,28,1,103,5,2,0,9,1,1,0.267,5.80%,21.50%,0.27,0.317,0.447,0.764,0.18,0.32,60,1.5,0.325,2.4,92,-0.5,0.1,0,83,65,106,110,31.70%,51.70%,16.60%,26.20%,34.60%,39.20%,12.90%,11615,N
2017,Brandon Phillips,Braves,120,470,499,137,98,27,1,11,68,52,19,1,57,8,1,1,19,10,8,0.291,3.80%,11.40%,0.33,0.329,0.423,0.753,0.132,0.313,62,1.1,0.323,4.4,96,-1.7,1.9,-2.3,76,42,111,114,25.80%,52.50%,21.70%,33.30%,35.40%,31.30%,10.00%,791,N
2017,Adam Frazier,Pirates,121,406,454,112,80,20,6,6,55,53,36,2,57,8,3,1,9,9,5,0.276,7.90%,12.60%,0.63,0.344,0.399,0.743,0.123,0.306,56,0.5,0.322,5.7,97,-0.6,3.9,-0.6,76,88,123,108,27.50%,54.70%,17.90%,34.80%,32.90%,32.30%,6.40%,15223,N
2017,Daniel Descalso,Diamondbacks,131,344,398,80,49,16,5,10,47,51,48,0,89,4,2,0,6,4,0,0.233,12.10%,22.40%,0.54,0.332,0.395,0.727,0.163,0.283,47,-1.1,0.318,5.8,88,0.5,-0.2,0.3,123,134,87,88,37.00%,47.10%,16.00%,21.80%,34.60%,43.60%,9.00%,8392,N
2017,Greg Garcia,Cardinals,133,241,290,61,48,9,2,2,27,20,37,0,64,6,1,5,6,2,1,0.253,12.80%,22.10%,0.58,0.365,0.332,0.697,0.079,0.335,34,-1.1,0.317,3.9,95,-0.3,1.1,0.4,62,142,148,108,16.90%,63.40%,19.70%,31.70%,38.80%,29.50%,5.30%,10951,N
2017,Chase Utley,Dodgers,127,309,353,73,41,20,4,8,43,34,32,0,57,9,2,1,3,6,1,0.236,9.10%,16.10%,0.56,0.324,0.405,0.728,0.168,0.264,42,-1.4,0.316,6.2,96,0.6,1,0.8,108,101,90,98,36.50%,47.10%,16.50%,25.90%,29.00%,45.10%,8.20%,1679,N
2017,Dee Gordon,Marlins,158,653,695,201,170,20,9,2,114,33,25,0,93,10,4,2,7,60,16,0.308,3.60%,13.40%,0.27,0.341,0.375,0.716,0.067,0.354,80,-5,0.312,8.5,94,4.7,4.4,0.2,56,40,111,130,16.10%,59.20%,24.70%,33.20%,36.80%,30.00%,1.90%,8203,N
2017,Yangervis Solarte,Padres,128,466,512,119,80,21,0,18,49,64,37,4,61,5,4,0,18,3,0,0.255,7.20%,11.90%,0.61,0.314,0.416,0.731,0.161,0.258,58,-4.2,0.311,2.4,91,0.3,-0.6,-2.8,119,80,80,94,31.10%,43.80%,25.20%,21.80%,35.90%,42.30%,10.50%,5352,N
2017,Logan Forsythe,Dodgers,119,361,439,81,56,19,0,6,56,36,69,1,109,4,5,0,12,3,2,0.224,15.70%,24.80%,0.63,0.351,0.327,0.678,0.102,0.299,48,-5.2,0.307,2.8,90,-0.6,2.3,-0.9,94,175,112,99,36.60%,50.20%,13.20%,27.20%,42.80%,30.00%,7.10%,7185,N
2017,Carlos Asuaje,Padres,89,307,343,83,64,14,1,4,28,21,28,0,76,2,1,5,6,0,1,0.27,8.20%,22.20%,0.37,0.334,0.362,0.696,0.091,0.346,38,-4.1,0.307,1.9,88,-0.7,-1.6,0.3,101,91,116,91,28.70%,49.80%,21.50%,22.40%,32.10%,45.60%,4.90%,15197,N
2017,Ben Zobrist,Cubs,128,435,496,101,66,20,3,12,58,50,54,2,71,2,3,2,13,2,2,0.232,10.90%,14.30%,0.76,0.318,0.375,0.693,0.143,0.251,52,-8.1,0.302,3.6,83,-0.8,-0.7,-0.5,95,121,76,115,32.30%,52.90%,14.90%,17.60%,32.50%,49.90%,9.80%,7435,N
2017,Ildemaro Vargas,Diamondbacks,12,13,13,4,3,1,0,0,4,4,0,0,3,0,0,0,1,0,0,0.308,0.00%,23.10%,0,0.308,0.385,0.692,0.077,0.4,1,-0.3,0.297,2.6,74,0,0,-0.3,85,0,97,113,10.00%,80.00%,10.00%,30.00%,30.00%,40.00%,0.00%,13324,N
2017,Wilmer Difo,Nationals,124,332,365,90,71,10,4,5,47,21,24,6,74,1,3,5,7,10,1,0.271,6.60%,20.30%,0.32,0.319,0.37,0.69,0.099,0.332,36,-8.5,0.293,6.9,75,1.3,2.1,0,70,73,119,115,22.90%,54.90%,22.20%,24.80%,35.30%,39.90%,7.90%,14320,N
2017,Jonathan Villar,Brewers,122,403,436,97,67,18,1,11,49,40,30,1,132,0,1,2,4,23,8,0.241,6.90%,30.30%,0.23,0.293,0.372,0.665,0.132,0.33,41,-12.4,0.287,5.4,72,1,0.8,0.8,62,76,101,130,33.20%,39.80%,27.00%,24.50%,36.50%,39.10%,19.00%,10071,N
2017,Kelby Tomlinson,Giants,104,194,222,50,43,4,2,1,32,11,23,2,46,0,3,2,8,9,1,0.258,10.40%,20.70%,0.5,0.332,0.314,0.646,0.057,0.327,20,-6.6,0.286,7.2,76,1.2,1.6,-0.9,69,115,123,114,19.60%,56.20%,24.20%,36.60%,39.20%,24.20%,2.90%,13005,N
2017,Adrian Sanchez,Nationals,34,71,75,19,12,7,0,0,6,11,1,0,25,1,0,2,2,0,2,0.268,1.30%,33.30%,0.04,0.288,0.366,0.654,0.099,0.413,7,-2.5,0.282,2.7,67,-0.9,0.3,0.1,63,15,162,100,25.00%,60.40%,14.60%,25.00%,39.60%,35.40%,0.00%,11338,N
2017,Gift Ngoepe,Pirates,28,54,63,12,9,2,1,0,10,6,8,0,26,0,0,1,0,0,0,0.222,12.70%,41.30%,0.31,0.323,0.296,0.619,0.074,0.429,6,-2.1,0.281,5.1,71,0,-0.3,0.5,41,141,87,153,20.70%,41.40%,37.90%,20.70%,31.00%,48.30%,0.00%,10340,N
2017,Max Moroff,Pirates,56,120,140,24,16,4,1,3,19,21,16,0,43,2,1,1,0,0,1,0.2,11.40%,30.70%,0.37,0.302,0.325,0.627,0.125,0.28,12,-4.8,0.28,4.5,70,-0.5,0.3,0.8,122,127,95,85,29.10%,46.80%,24.10%,20.30%,30.40%,49.40%,9.10%,14556,N
2017,Jose Peraza,Reds,143,487,518,126,108,9,4,5,50,37,20,1,70,7,1,3,7,23,8,0.259,3.90%,13.50%,0.29,0.297,0.324,0.622,0.066,0.293,42,-21.1,0.273,5.8,61,0.9,1.5,0.4,89,43,105,106,21.40%,52.00%,26.60%,28.50%,39.20%,32.30%,3.90%,13593,N
2017,Ryan McMahon,Rockies,17,19,24,3,2,1,0,0,2,1,5,0,5,0,0,0,1,0,0,0.158,20.80%,20.80%,1,0.333,0.211,0.544,0.053,0.214,2,-1.1,0.269,1.1,47,0,-0.1,0,41,232,0,194,21.40%,42.90%,35.70%,28.60%,21.40%,50.00%,0.00%,15112,N
2017,Alexi Amarista,Rockies,96,168,176,40,27,10,0,3,22,19,7,0,38,0,0,1,5,1,0,0.238,4.00%,21.60%,0.18,0.269,0.351,0.62,0.113,0.291,13,-8,0.267,3.8,46,0.1,-1.1,-0.5,85,44,116,104,25.20%,58.80%,16.00%,27.50%,40.50%,32.10%,7.70%,9063,N
2017,Ty Kelly,- - -,70,89,105,17,8,7,0,2,11,14,8,0,25,1,3,4,0,0,0,0.191,7.60%,23.80%,0.32,0.257,0.337,0.595,0.146,0.231,7,-5.7,0.256,2,52,0,0.5,0.9,106,85,102,94,23.90%,57.80%,18.30%,26.80%,28.20%,45.10%,8.00%,7740,N
2017,Zach Vincej,Reds,9,9,12,1,1,0,0,0,2,0,1,0,5,2,0,0,0,0,0,0.111,8.30%,41.70%,0.2,0.333,0.111,0.444,0,0.25,1,-0.7,0.251,2.6,47,0,0.1,0,142,93,0,113,0.00%,75.00%,25.00%,25.00%,50.00%,25.00%,0.00%,13269,N
2017,Andres Blanco,Phillies,80,130,144,25,18,4,0,3,10,13,12,0,34,0,2,0,1,1,0,0.192,8.30%,23.60%,0.35,0.257,0.292,0.549,0.1,0.232,8,-9.5,0.243,2.5,43,0.1,0.1,0.6,97,93,75,114,24.50%,49.00%,26.50%,30.60%,29.60%,39.80%,9.10%,1907,N
2017,Gavin Cecchini,Mets,32,77,82,16,13,2,0,1,4,7,4,1,19,1,0,0,3,0,1,0.208,4.90%,23.20%,0.21,0.256,0.273,0.529,0.065,0.263,4,-6.3,0.23,1.2,41,-0.5,0,-0.2,98,54,101,101,15.50%,55.20%,29.30%,29.30%,24.10%,46.60%,5.00%,17005,N
2017,Miguel Gomez,Giants,22,33,34,8,6,2,0,0,3,2,0,0,6,0,1,0,1,0,0,0.242,0.00%,17.60%,0,0.235,0.303,0.538,0.061,0.286,1,-2.7,0.227,1.9,37,0,0,0.1,81,0,139,97,28.60%,46.40%,25.00%,14.30%,42.90%,42.90%,0.00%,17075,N
2017,Aaron Hill,Giants,34,68,80,9,5,2,1,1,7,7,11,0,13,0,1,0,2,0,0,0.132,13.80%,16.30%,0.85,0.25,0.235,0.485,0.103,0.145,3,-6.5,0.225,3.5,36,0,0,-0.4,142,153,96,69,26.80%,46.40%,26.80%,14.30%,37.50%,48.20%,3.60%,6104,N
2017,Alen Hanson,Pirates,37,57,59,11,9,0,2,0,8,1,2,0,9,0,0,0,0,2,1,0.193,3.40%,15.30%,0.22,0.22,0.263,0.483,0.07,0.229,2,-5.5,0.21,8,24,-0.1,0.7,0.3,109,38,73,106,27.10%,47.90%,25.00%,25.00%,35.40%,39.60%,0.00%,12926,N
2017,Christian Colon,Marlins,17,33,38,5,4,1,0,0,3,0,4,1,7,0,0,1,2,0,0,0.152,10.50%,18.40%,0.57,0.243,0.182,0.425,0.03,0.192,0,-4.2,0.189,1.6,13,0,0.5,-0.6,76,117,37,148,7.40%,59.30%,33.30%,29.60%,40.70%,29.60%,0.00%,11145,N
2017,Arismendy Alcantara,Reds,70,105,108,18,13,3,1,1,13,7,2,0,38,0,0,1,2,2,0,0.171,1.90%,35.20%,0.05,0.187,0.248,0.435,0.076,0.258,1,-12.2,0.187,7.4,5,0.4,0.6,-0.1,82,21,59,134,19.10%,58.80%,22.10%,27.90%,26.50%,45.60%,5.30%,10711,N
