"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2017","Jon Jay","Cubs","141","379","433","112","89","18","3","2","65","34","37","3","80","12","2","3","11","6","2",".296","8.5 %","18.5 %","0.46",".374",".375",".749",".079",".368","56","3.4",".330","5.3","101","0.0","3.9","-1.1","68","95","141","106","25.3 %","63.2 %","11.5 %","35.2 %","36.5 %","28.3 %","2.9 %","5227"
"2017","Curtis Granderson","- - -","147","449","527","95","42","24","3","26","74","64","71","2","123","4","3","0","5","6","2",".212","13.5 %","23.3 %","0.58",".323",".452",".775",".241",".228","68","4.1",".330","4.8","106","0.1","1.5","1.3","138","150","91","74","35.3 %","47.1 %","17.6 %","17.3 %","34.0 %","48.6 %","16.3 %","4747"
"2016","Marcell Ozuna","Marlins","148","557","608","148","96","23","6","23","75","76","43","2","115","4","4","0","11","0","3",".266","7.1 %","18.9 %","0.37",".321",".452",".773",".187",".296","77","5.9",".330","3.6","109","-1.5","0.0","0.5","107","82","92","98","37.4 %","45.3 %","17.3 %","23.1 %","39.2 %","37.7 %","14.1 %","10324"
"2016","Tommy Pham","Cardinals","78","159","183","36","20","7","0","9","26","17","20","1","71","3","0","1","3","2","2",".226","10.9 %","38.8 %","0.28",".324",".440",".764",".214",".342","23","1.8",".330","3.1","106","-0.5","1.0","0.2","87","126","118","102","42.7 %","44.9 %","12.4 %","34.8 %","33.7 %","31.5 %","34.6 %","2967"
"2015","Cole Gillespie","Marlins","67","145","157","42","28","10","2","2","17","16","10","0","27","0","1","1","5","4","1",".290","6.4 %","17.2 %","0.37",".333",".428",".761",".138",".342","20","2.1",".330","6.0","111","0.3","1.0","-0.5","90","80","76","118","25.0 %","51.7 %","23.3 %","30.0 %","45.0 %","25.0 %","5.7 %","5888"
"2018","Juan Lagares","Mets","30","59","64","20","18","1","1","0","9","6","3","1","9","1","1","0","2","3","1",".339","4.7 %","14.1 %","0.33",".375",".390",".765",".051",".392","8","0.8",".329","7.1","111","0.1","1.1","-0.2","63","52","101","129","23.5 %","51.0 %","25.5 %","29.4 %","45.1 %","25.5 %","0.0 %","5384"
"2017","Andrew Toles","Dodgers","31","96","102","26","18","3","0","5","17","15","5","0","16","1","0","0","3","0","1",".271","4.9 %","15.7 %","0.31",".314",".458",".772",".188",".280","13","0.7",".329","3.0","104","-0.5","0.8","-0.2","83","54","86","120","25.0 %","57.5 %","17.5 %","30.0 %","40.0 %","30.0 %","21.7 %","13414"
"2018","Ian Happ","Cubs","142","387","462","90","54","19","2","15","56","44","70","9","167","3","2","0","6","8","4",".233","15.2 %","36.1 %","0.42",".353",".408",".761",".176",".362","59","5.4",".329","4.5","106","-0.3","0.7","0.0","108","169","103","92","38.3 %","44.1 %","17.6 %","27.5 %","36.5 %","36.0 %","17.9 %","17919"
"2019","Scott Kingery","Phillies","126","458","500","118","61","34","4","19","64","55","34","1","147","5","2","1","3","15","4",".258","6.8 %","29.4 %","0.23",".315",".474",".788",".216",".337","67","3.9",".329","6.4","101","1.0","2.6","1.7","113","77","121","79","45.9 %","40.1 %","14.0 %","20.4 %","32.5 %","47.1 %","15.2 %","17975"
"2016","Andrew McCutchen","Pirates","153","598","675","153","100","26","3","24","81","79","69","7","143","5","3","0","15","6","7",".256","10.2 %","21.2 %","0.48",".336",".430",".766",".174",".297","85","5.9",".329","3.4","105","-2.0","-1.0","0.5","122","118","106","80","35.8 %","44.5 %","19.7 %","21.8 %","33.4 %","44.8 %","12.6 %","9847"
"2017","Odubel Herrera","Phillies","138","526","563","148","89","42","3","14","67","56","31","4","126","4","2","0","13","8","5",".281","5.5 %","22.4 %","0.25",".325",".452",".778",".171",".345","72","3.7",".329","4.3","100","-0.8","1.9","-0.1","98","61","104","100","29.4 %","46.3 %","24.4 %","31.1 %","38.1 %","30.9 %","10.2 %","11476"
"2015","Carlos Gomez","Brewers","74","286","314","75","46","20","1","8","42","43","23","0","70","5","0","0","4","7","6",".262","7.3 %","22.3 %","0.33",".328",".423",".751",".161",".322","39","3.8",".328","4.6","105","-1.1","1.7","0.8","109","92","98","95","32.4 %","44.9 %","22.7 %","23.6 %","35.2 %","41.2 %","10.5 %","4881"
"2017","Phillip Ervin","Reds","28","58","64","15","10","2","0","3","8","10","4","0","15","1","0","1","1","4","1",".259","6.3 %","23.4 %","0.27",".317",".448",".766",".190",".300","8","0.4",".328","5.2","97","0.3","0.4","0.0","139","69","91","74","22.7 %","56.8 %","20.5 %","18.2 %","38.6 %","43.2 %","14.3 %","14738"
"2016","Scott Schebler","Reds","82","257","282","68","45","12","2","9","36","40","19","2","59","6","0","0","5","2","4",".265","6.7 %","20.9 %","0.32",".330",".432",".762",".167",".312","35","2.2",".328","4.1","100","-1.4","1.9","0.2","85","78","87","118","33.3 %","50.5 %","16.2 %","25.3 %","28.3 %","46.5 %","15.8 %","12225"
"2019","Ian Desmond","Rockies","140","443","482","113","58","31","4","20","64","65","34","1","119","2","2","1","12","3","3",".255","7.1 %","24.7 %","0.29",".310",".479",".788",".223",".304","64","3.2",".328","4.5","86","-0.9","0.6","-1.4","86","80","103","110","38.8 %","45.0 %","16.2 %","30.9 %","34.3 %","34.9 %","20.2 %","6885"
"2019","Jason Heyward","Cubs","147","513","589","129","84","20","4","21","78","62","68","5","110","5","3","0","12","8","3",".251","11.5 %","18.7 %","0.62",".343",".429",".772",".177",".281","78","3.9",".328","4.7","101","0.0","2.9","-0.8","96","130","90","108","35.2 %","47.0 %","17.7 %","21.7 %","36.5 %","41.9 %","15.2 %","4940"
"2017","Ender Inciarte","Braves","158","662","718","201","158","27","5","11","93","57","49","3","94","0","4","3","8","22","9",".304","6.8 %","13.1 %","0.52",".350",".409",".759",".106",".339","92","4.0",".328","5.4","98","0.1","2.3","-0.1","83","76","116","106","22.1 %","57.0 %","20.9 %","31.2 %","38.5 %","30.3 %","6.8 %","4922"
"2019","Jon Berti","Marlins","73","256","287","70","49","14","1","6","52","24","24","0","73","6","1","0","2","17","3",".273","8.4 %","25.4 %","0.33",".348",".406",".755",".133",".360","38","1.6",".326","7.1","104","1.9","3.6","0.9","59","94","121","124","36.4 %","44.0 %","19.6 %","28.8 %","36.4 %","34.8 %","15.8 %","12037"
"2018","Harrison Bader","Cardinals","138","379","427","100","66","20","2","12","61","37","31","3","125","11","4","2","1","15","3",".264","7.3 %","29.3 %","0.25",".334",".422",".756",".158",".358","54","4.1",".326","6.5","107","1.5","4.1","2.0","96","81","123","92","37.7 %","40.8 %","21.5 %","23.9 %","29.6 %","46.5 %","14.1 %","18030"
"2015","Melvin Upton Jr.","Padres","87","205","228","53","32","12","4","5","23","17","21","2","62","0","0","2","1","9","3",".259","9.2 %","27.2 %","0.34",".327",".429",".757",".171",".348","28","2.3",".326","6.7","110","0.5","0.5","0.9","104","116","114","91","33.8 %","44.8 %","21.4 %","25.5 %","24.1 %","50.3 %","10.4 %","5015"
"2019","Dexter Fowler","Cardinals","150","487","574","116","72","24","1","19","69","67","74","1","142","8","4","1","6","8","5",".238","12.9 %","24.7 %","0.52",".346",".409",".754",".170",".294","75","2.9",".326","3.5","103","-0.9","-0.2","0.8","101","146","117","91","37.4 %","44.9 %","17.7 %","22.6 %","37.1 %","40.3 %","15.2 %","4062"
"2016","Albert Almora Jr.","Cubs","47","112","117","31","18","9","1","3","14","14","5","0","20","0","0","0","5","0","0",".277","4.3 %","17.1 %","0.25",".308",".455",".763",".179",".315","14","0.7",".325","3.1","101","-0.1","-0.5","-0.7","85","49","131","97","28.3 %","59.8 %","12.0 %","22.8 %","37.0 %","40.2 %","11.5 %","14109"
"2017","Denard Span","Giants","129","497","542","135","87","31","5","12","73","43","40","0","69","3","1","1","11","12","7",".272","7.4 %","12.7 %","0.58",".329",".427",".756",".155",".295","68","1.9",".325","5.5","102","-0.9","1.1","-0.9","96","82","104","102","25.1 %","56.3 %","18.6 %","23.3 %","35.1 %","41.6 %","8.5 %","8347"
"2016","Randal Grichuk","Cardinals","132","446","478","107","51","29","3","24","66","68","28","0","141","3","1","0","9","5","4",".240","5.9 %","29.5 %","0.20",".289",".480",".769",".240",".294","59","2.7",".325","5.0","102","-0.8","2.9","0.3","128","68","74","91","39.9 %","43.1 %","17.0 %","21.6 %","31.4 %","47.1 %","17.9 %","10243"
"2014","Angel Pagan","Giants","96","383","413","115","89","21","2","3","56","27","25","1","53","1","3","1","5","16","6",".300","6.1 %","12.8 %","0.47",".342",".389",".731",".089",".339","49","4.5",".324","5.7","111","0.5","2.0","0.2","82","77","128","101","23.1 %","61.4 %","15.6 %","27.8 %","37.1 %","35.0 %","3.2 %","2918"
"2016","Gorkys Hernandez","Giants","26","54","57","14","7","5","0","2","7","4","3","0","11","0","0","0","0","0","1",".259","5.3 %","19.3 %","0.27",".298",".463",".761",".204",".293","7","0.3",".324","2.6","103","-0.4","-0.5","0.2","122","61","92","87","39.5 %","44.2 %","16.3 %","30.2 %","41.9 %","27.9 %","11.8 %","4146"
"2016","Jeremy Hazelbaker","Cardinals","114","200","224","47","25","7","3","12","35","28","18","2","64","0","2","4","1","5","2",".235","8.0 %","28.6 %","0.28",".295",".480",".775",".245",".278","27","1.1",".324","7.2","102","0.1","-1.6","1.1","104","93","70","111","31.0 %","43.7 %","25.4 %","31.7 %","33.8 %","34.5 %","25.0 %","9399"
"2017","Victor Robles","Nationals","13","24","27","6","3","1","2","0","2","4","0","0","6","2","0","1","2","0","1",".250","0.0 %","22.2 %","0.00",".308",".458",".766",".208",".333","3","0.1",".324","6.0","95","-0.4","-0.5","-0.2","100","0","57","120","31.6 %","52.6 %","15.8 %","5.3 %","47.4 %","47.4 %","0.0 %","18363"
"2018","Franchy Cordero","Padres","40","139","154","33","20","5","1","7","19","19","14","0","55","0","0","1","1","5","2",".237","9.1 %","35.7 %","0.25",".307",".439",".746",".201",".338","19","0.9",".322","5.7","103","0.1","1.2","0.7","83","101","116","106","48.2 %","36.5 %","15.3 %","28.2 %","35.3 %","36.5 %","29.2 %","14567"
"2017","Joc Pederson","Dodgers","102","273","323","58","27","20","0","11","44","35","39","1","68","10","1","0","7","4","3",".212","12.1 %","21.1 %","0.57",".331",".407",".738",".194",".241","40","0.3",".322","3.5","100","-0.7","1.5","-0.1","98","134","92","105","33.0 %","47.6 %","19.4 %","21.4 %","30.1 %","48.5 %","15.5 %","11899"
"2018","Tommy Pham","Cardinals","98","351","396","87","62","11","0","14","67","41","42","1","97","2","1","0","12","10","6",".248","10.6 %","24.5 %","0.43",".331",".399",".730",".151",".303","48","1.7",".320","4.6","103","-0.7","3.2","-1.0","76","118","97","121","47.5 %","39.6 %","12.9 %","21.6 %","36.9 %","41.6 %","20.9 %","2967"
"2016","Hernan Iribarren","Reds","24","45","45","14","11","0","3","0","6","2","0","0","11","0","0","0","2","1","0",".311","0.0 %","24.4 %","0.00",".311",".444",".756",".133",".412","5","0.0",".319","7.6","95","0.2","0.4","-0.4","17","0","125","151","20.6 %","61.8 %","17.7 %","17.7 %","44.1 %","38.2 %","0.0 %","4177"
"2016","Jon Jay","Padres","90","347","373","101","72","26","1","2","49","26","19","0","78","6","0","1","5","2","0",".291","5.1 %","20.9 %","0.24",".339",".389",".728",".098",".371","44","0.2",".319","3.9","99","0.2","2.8","0.2","62","59","113","123","29.5 %","55.0 %","15.5 %","31.0 %","33.2 %","35.8 %","3.6 %","5227"
"2016","Ender Inciarte","Braves","131","522","578","152","118","24","7","3","85","29","45","5","68","4","2","5","8","16","7",".291","7.8 %","11.8 %","0.66",".351",".381",".732",".090",".329","68","0.3",".319","6.3","97","0.0","3.4","1.1","79","90","112","111","22.8 %","54.2 %","23.0 %","33.0 %","35.1 %","31.9 %","2.5 %","4922"
"2019","Ender Inciarte","Braves","65","199","230","49","31","11","2","5","30","24","26","2","41","4","1","0","1","7","1",".246","11.3 %","17.8 %","0.63",".343",".397",".740",".151",".286","29","-0.3",".318","6.5","93","0.8","0.9","0.9","78","128","110","113","32.7 %","44.7 %","22.6 %","27.0 %","31.5 %","41.5 %","11.6 %","4922"
"2016","Trayce Thompson","Dodgers","80","236","262","53","29","11","0","13","31","32","26","0","66","0","0","0","3","5","1",".225","9.9 %","25.2 %","0.39",".302",".436",".738",".212",".255","31","0.0",".318","3.7","100","0.5","2.6","1.1","93","115","78","116","31.2 %","49.4 %","19.4 %","17.1 %","41.8 %","41.2 %","24.1 %","9952"
"2019","Victor Robles","Nationals","155","546","617","139","86","33","3","17","86","65","35","3","140","25","5","6","6","28","9",".255","5.7 %","22.7 %","0.25",".326",".419",".745",".165",".310","76","-1.7",".317","6.6","91","1.4","1.4","1.4","104","64","105","95","24.9 %","50.8 %","24.2 %","23.3 %","31.7 %","45.1 %","11.8 %","18363"
"2014","Gregor Blanco","Giants","146","393","444","102","73","18","6","5","51","38","41","1","77","3","1","6","4","16","5",".260","9.2 %","17.3 %","0.53",".333",".374",".707",".115",".311","50","2.3",".317","6.7","106","0.9","-3.1","1.9","113","118","102","90","26.6 %","58.5 %","14.9 %","27.9 %","34.7 %","37.5 %","4.2 %","3123"
"2019","Wil Myers","Padres","155","435","490","104","63","22","1","18","58","53","51","0","168","2","1","1","12","16","7",".239","10.4 %","34.3 %","0.30",".321",".418",".739",".179",".344","60","-1.6",".316","4.8","96","-0.1","0.3","-0.8","99","117","100","101","47.2 %","35.3 %","17.5 %","21.6 %","32.0 %","46.5 %","19.6 %","10047"
"2019","Trent Grisham","Brewers","51","156","183","36","22","6","2","6","24","24","20","0","48","4","3","0","3","1","0",".231","10.9 %","26.2 %","0.42",".328",".410",".738",".179",".286","22","-0.6",".316","5.5","92","0.1","0.7","-0.1","122","123","87","88","36.0 %","50.5 %","13.5 %","26.1 %","36.0 %","37.8 %","12.5 %","18564"
"2018","Roman Quinn","Phillies","50","131","143","34","22","6","4","2","13","12","10","0","35","1","0","1","1","10","4",".260","7.0 %","24.5 %","0.29",".317",".412",".729",".153",".340","17","0.1",".316","7.3","96","0.3","-1.1","0.4","93","78","85","113","21.7 %","53.6 %","24.7 %","23.7 %","49.5 %","26.8 %","6.7 %","13546"
"2016","A.J. Pollock","Diamondbacks","12","41","46","10","8","0","0","2","9","4","5","0","8","0","0","0","1","4","0",".244","10.9 %","17.4 %","0.63",".326",".390",".716",".146",".258","5","-0.1",".315","7.0","89","0.8","0.3","0.2","142","126","43","95","27.3 %","51.5 %","21.2 %","18.2 %","30.3 %","51.5 %","12.5 %","9256"
"2018","Odubel Herrera","Phillies","148","550","597","140","96","19","3","22","64","71","38","3","122","7","1","1","11","5","2",".255","6.4 %","20.4 %","0.31",".310",".420",".730",".165",".290","70","0.1",".315","3.7","96","-0.2","0.4","1.5","106","71","84","103","24.9 %","47.9 %","27.2 %","27.4 %","33.7 %","38.8 %","13.9 %","11476"
"2019","Nick Senzel","Reds","104","375","414","96","60","20","4","12","55","42","30","0","101","3","1","0","7","14","5",".256","7.2 %","24.4 %","0.30",".315",".427",".742",".171",".319","50","-1.8",".315","6.5","90","0.4","0.1","-0.9","93","82","89","112","40.4 %","41.8 %","17.8 %","31.3 %","34.9 %","33.8 %","13.3 %","19293"
"2019","Tim Locastro","Diamondbacks","91","212","250","53","38","12","2","1","38","17","14","0","44","22","1","1","1","17","0",".250","5.6 %","17.6 %","0.32",".357",".340",".697",".090",".310","30","-1.3",".314","8.5","91","3.2","1.0","1.0","102","63","92","103","31.2 %","43.5 %","25.3 %","20.0 %","32.4 %","47.7 %","1.7 %","15124"
"2016","Kirk Nieuwenhuis","Brewers","125","335","392","70","38","18","1","13","38","44","56","1","133","1","0","0","5","8","9",".209","14.3 %","33.9 %","0.42",".324",".385",".709",".176",".302","44","-1.8",".313","3.3","91","-2.3","1.0","1.0","99","165","93","104","35.2 %","51.5 %","13.4 %","24.3 %","27.2 %","48.5 %","19.4 %","6400"
"2017","Starling Marte","Pirates","77","309","339","85","69","7","2","7","48","31","20","0","63","8","2","0","5","21","4",".275","5.9 %","18.6 %","0.32",".333",".379",".712",".104",".324","39","-2.6",".312","7.1","91","2.3","0.6","-0.1","85","66","102","111","26.2 %","44.8 %","29.0 %","29.8 %","33.9 %","36.3 %","9.9 %","9241"
"2016","Denard Span","Giants","143","572","637","152","113","23","5","11","70","53","53","2","79","4","2","6","8","12","7",".266","8.3 %","12.4 %","0.67",".331",".381",".712",".115",".291","72","-3.5",".312","4.6","94","-0.8","2.9","0.7","72","96","107","118","24.8 %","52.3 %","23.0 %","24.0 %","38.3 %","37.7 %","9.2 %","8347"
"2015","Ben Revere","Phillies","96","366","388","109","89","13","6","1","49","26","19","0","36","1","0","2","4","24","5",".298","4.9 %","9.3 %","0.53",".334",".374",".709",".077",".328","43","-0.6",".311","7.5","95","2.6","0.5","0.5","49","62","124","126","16.3 %","62.4 %","21.4 %","23.8 %","43.1 %","33.1 %","1.9 %","4712"
"2016","Chris Owings","Diamondbacks","119","437","466","121","81","24","11","5","52","49","20","4","87","5","2","2","8","21","2",".277","4.3 %","18.7 %","0.23",".315",".416",".731",".140",".334","52","-2.8",".311","7.8","86","3.2","-1.0","0.5","80","50","109","111","29.9 %","52.3 %","17.8 %","28.3 %","39.8 %","31.9 %","5.3 %","10030"
"2014","Juan Lagares","Mets","116","416","452","117","86","24","3","4","46","47","20","1","87","7","6","3","6","13","4",".281","4.4 %","19.2 %","0.23",".321",".382",".703",".101",".341","49","0.1",".310","5.5","101","0.7","0.6","0.8","95","57","104","102","27.2 %","54.1 %","18.6 %","28.7 %","39.6 %","31.7 %","3.8 %","5384"
"2017","Enrique Hernandez","Dodgers","140","297","342","64","27","24","2","11","46","37","41","2","80","0","3","1","4","3","0",".215","12.0 %","23.4 %","0.51",".308",".421",".729",".205",".254","39","-3.1",".310","5.1","92","0.4","1.8","1.1","113","133","91","94","39.4 %","44.8 %","15.8 %","23.1 %","30.8 %","46.2 %","12.6 %","10472"
"2018","Raimel Tapia","Rockies","25","25","27","5","1","2","1","1","6","6","2","0","7","0","0","0","0","0","0",".200","7.4 %","25.9 %","0.29",".259",".480",".739",".280",".235","3","-0.1",".310","5.1","78","0.0","-0.1","0.2","152","83","108","54","22.2 %","61.1 %","16.7 %","44.4 %","33.3 %","22.2 %","11.1 %","14350"
"2017","Manuel Margot","Padres","126","487","529","128","90","18","7","13","53","39","35","0","106","2","4","1","6","17","7",".263","6.6 %","20.0 %","0.33",".313",".409",".721",".146",".309","59","-5.1",".309","6.1","90","0.1","0.6","0.3","103","74","113","92","25.4 %","48.7 %","25.9 %","31.9 %","40.4 %","27.7 %","9.4 %","14712"
"2019","Adam Haseley","Phillies","67","222","242","59","40","14","0","5","30","26","14","1","60","5","0","1","7","4","0",".266","5.8 %","24.8 %","0.23",".324",".396",".720",".131",".344","28","-2.3",".309","4.5","88","0.7","1.8","-1.0","57","65","102","134","36.2 %","49.1 %","14.7 %","24.5 %","38.7 %","36.8 %","15.2 %","19878"
"2018","Ender Inciarte","Braves","156","597","660","158","115","27","6","10","83","61","49","1","86","6","4","4","6","28","14",".265","7.4 %","13.0 %","0.57",".325",".380",".705",".116",".293","74","-3.4",".308","6.1","91","-0.5","5.2","1.4","89","83","110","104","31.6 %","48.8 %","19.7 %","24.7 %","35.3 %","40.1 %","6.4 %","4922"
"2017","Gregor Blanco","Diamondbacks","90","224","256","55","39","10","3","3","43","13","31","0","59","0","0","1","2","15","1",".246","12.1 %","23.0 %","0.53",".337",".357",".694",".112",".321","28","-2.7",".308","8.4","82","2.4","1.9","0.7","100","135","107","97","28.3 %","53.6 %","18.1 %","27.7 %","38.6 %","33.7 %","5.4 %","3123"
"2017","Keon Broxton","Brewers","143","414","463","91","52","15","4","20","66","49","40","1","175","7","1","1","3","21","7",".220","8.6 %","37.8 %","0.23",".299",".420",".719",".200",".323","51","-5.1",".308","7.4","85","1.0","-0.7","1.3","98","96","99","102","35.3 %","47.7 %","17.0 %","27.8 %","35.7 %","36.5 %","24.4 %","9253"
"2015","Cameron Maybin","Braves","141","505","555","135","105","18","2","10","65","59","45","1","102","1","3","1","16","23","6",".267","8.1 %","18.4 %","0.44",".327",".370",".697",".103",".316","60","-2.7",".307","5.4","93","2.0","1.8","-2.2","61","102","103","127","21.4 %","57.7 %","20.9 %","28.5 %","33.4 %","38.1 %","12.3 %","5223"
"2014","Andre Ethier","Dodgers","130","341","380","85","58","17","6","4","29","42","31","3","74","6","1","1","5","2","2",".249","8.2 %","19.5 %","0.42",".322",".370",".691",".120",".307","40","-0.8",".307","4.3","99","-0.7","-1.2","0.8","78","104","103","116","24.9 %","56.5 %","18.6 %","26.8 %","33.8 %","39.4 %","5.6 %","6265"
"2015","Drew Stubbs","Rockies","51","102","114","22","12","3","2","5","14","10","9","1","50","1","0","2","1","2","1",".216","7.9 %","43.9 %","0.18",".286",".431",".717",".216",".362","12","-0.6",".307","6.4","77","0.0","-0.7","0.2","148","99","73","77","29.6 %","51.9 %","18.5 %","40.7 %","29.6 %","29.6 %","20.0 %","9328"
"2014","Matt den Dekker","Mets","53","152","174","38","27","11","0","0","23","7","21","0","34","1","0","0","1","7","4",".250","12.1 %","19.5 %","0.62",".345",".322",".667",".072",".322","18","-0.4",".307","4.5","98","-0.3","2.7","0.7","76","154","127","106","35.6 %","47.5 %","17.0 %","22.9 %","38.1 %","39.0 %","0.0 %","11385"
"2019","Billy Hamilton","Braves","26","41","48","11","9","2","0","0","9","3","7","1","13","0","0","0","0","4","1",".268","14.6 %","27.1 %","0.54",".375",".317",".692",".049",".393","5","-0.6",".306","6.3","86","0.3","0.7","0.2","131","165","132","58","25.0 %","50.0 %","25.0 %","25.0 %","35.7 %","39.3 %","0.0 %","10199"
"2015","Will Venable","Padres","98","283","308","73","54","10","3","6","34","30","25","1","73","0","0","0","8","11","1",".258","8.1 %","23.7 %","0.34",".318",".378",".696",".120",".328","33","-1.9",".305","6.4","96","1.7","2.8","-1.5","73","102","84","127","28.1 %","45.7 %","26.2 %","30.0 %","37.1 %","32.9 %","12.0 %","211"
"2019","Brian O'Grady","Reds","28","42","48","8","3","2","1","2","4","3","4","0","17","2","0","0","0","0","0",".190","8.3 %","35.4 %","0.24",".292",".429",".720",".238",".261","5","-0.6",".305","3.3","84","0.0","0.1","0.2","158","94","111","47","32.0 %","44.0 %","24.0 %","20.0 %","48.0 %","32.0 %","14.3 %","16729"
"2014","Enrique Hernandez","Marlins","18","40","45","7","2","2","1","2","3","6","4","0","10","1","0","0","1","0","0",".175","8.9 %","22.2 %","0.40",".267",".425",".692",".250",".179","5","-0.2",".305","2.7","94","0.0","0.1","0.0","117","114","95","89","23.3 %","63.3 %","13.3 %","26.7 %","46.7 %","26.7 %","16.7 %","10472"
"2018","Albert Almora Jr.","Cubs","152","444","479","127","97","24","1","5","62","41","24","1","83","3","6","2","12","1","3",".286","5.0 %","17.3 %","0.29",".323",".378",".701",".092",".337","52","-3.9",".305","3.0","89","-1.3","0.1","-0.6","83","56","93","117","27.4 %","49.3 %","23.3 %","29.5 %","32.3 %","38.2 %","4.8 %","14109"
"2019","Kevin Pillar","Giants","156","595","628","157","96","37","3","21","82","87","18","4","86","9","6","0","15","14","5",".264","2.9 %","13.7 %","0.21",".293",".442",".735",".178",".275","71","-8.4",".304","5.6","89","0.4","6.1","-0.6","101","32","90","104","37.7 %","42.5 %","19.8 %","21.2 %","30.1 %","48.7 %","11.5 %","12434"
"2014","Ben Revere","Phillies","151","601","626","184","162","13","7","2","71","28","13","1","49","4","1","7","11","49","8",".306","2.1 %","7.8 %","0.27",".325",".361",".686",".055",".330","64","-2.8",".304","7.2","93","6.1","5.7","-0.6","42","27","100","144","16.1 %","59.3 %","24.6 %","28.9 %","41.4 %","29.6 %","2.6 %","4712"
"2018","Isaac Galloway","Marlins","43","64","74","13","7","3","0","3","7","7","9","0","21","0","0","1","0","1","1",".203","12.2 %","28.4 %","0.43",".301",".391",".692",".188",".250","8","-0.6",".304","2.3","93","-0.2","-0.1","0.4","130","135","98","77","22.7 %","61.4 %","15.9 %","22.7 %","40.9 %","36.4 %","15.8 %","5238"
"2017","Magneuris Sierra","Cardinals","22","60","64","19","19","0","0","0","10","5","4","0","14","0","0","0","0","2","2",".317","6.3 %","21.9 %","0.29",".359",".317",".676",".000",".413","7","-0.9",".304","4.0","87","-0.5","0.9","0.4","53","69","136","121","6.5 %","76.1 %","17.4 %","28.3 %","54.4 %","17.4 %","0.0 %","17023"
"2018","Cameron Maybin","Marlins","99","251","287","63","47","12","1","3","20","20","32","1","55","2","2","0","3","8","5",".251","11.1 %","19.2 %","0.58",".338",".343",".681",".092",".308","31","-2.6",".303","3.6","93","-0.6","-1.3","1.2","80","124","110","111","34.3 %","47.5 %","18.2 %","19.7 %","39.9 %","40.4 %","5.5 %","5223"
"2016","Mitch Haniger","Diamondbacks","34","109","123","25","17","2","1","5","9","17","12","2","27","1","1","0","3","0","0",".229","9.8 %","22.0 %","0.44",".309",".404",".713",".174",".256","13","-1.5",".303","1.8","81","-0.1","-0.1","-0.3","127","113","85","86","37.4 %","45.8 %","16.9 %","25.3 %","33.7 %","41.0 %","13.9 %","14274"
"2014","Ender Inciarte","Diamondbacks","118","418","447","116","92","18","2","4","54","27","25","0","53","0","0","4","3","19","3",".278","5.6 %","11.9 %","0.47",".318",".359",".677",".081",".310","46","-2.5",".303","5.9","86","2.2","-3.9","0.9","72","71","113","115","23.6 %","58.5 %","17.9 %","32.0 %","33.1 %","35.0 %","4.7 %","4922"
"2018","Travis Jankowski","Padres","117","347","387","90","71","12","3","4","45","17","37","0","73","1","0","2","7","24","7",".259","9.6 %","18.9 %","0.51",".332",".346",".678",".086",".319","41","-3.8",".303","6.5","91","1.7","1.4","-0.5","57","107","100","135","25.7 %","52.9 %","21.4 %","31.9 %","33.7 %","34.4 %","7.7 %","13768"
"2014","Abraham Almonte","Padres","32","98","107","26","19","5","0","2","9","7","6","0","20","0","1","2","4","1","2",".265","5.6 %","18.7 %","0.30",".305",".378",".682",".112",".312","11","-0.6",".302","2.1","95","-0.6","-0.9","-0.9","70","72","121","113","25.9 %","55.6 %","18.5 %","21.0 %","33.3 %","45.7 %","11.1 %","5486"
"2018","Brian Goodwin","Nationals","48","65","79","13","9","1","0","3","9","12","10","0","26","2","1","1","0","3","1",".200","12.7 %","32.9 %","0.38",".321",".354",".674",".154",".270","8","-0.8",".302","4.3","86","0.1","-1.1","0.5","100","141","103","98","34.2 %","51.2 %","14.6 %","24.4 %","39.0 %","36.6 %","21.4 %","12858"
"2019","Lorenzo Cain","Brewers","148","562","623","146","105","30","0","11","75","48","50","0","106","6","4","0","14","18","8",".260","8.0 %","17.0 %","0.47",".325",".372",".697",".112",".301","69","-9.5",".302","4.2","83","-0.2","2.1","-1.5","68","91","118","117","36.5 %","47.2 %","16.3 %","32.4 %","36.1 %","31.5 %","9.9 %","9077"
"2015","Marcell Ozuna","Marlins","123","459","494","119","82","27","0","10","47","44","30","1","110","3","2","0","10","2","3",".259","6.1 %","22.3 %","0.27",".308",".383",".691",".124",".320","51","-4.4",".302","1.9","92","-1.0","2.0","0.4","93","76","99","106","34.5 %","47.9 %","17.7 %","29.6 %","35.0 %","35.3 %","9.3 %","10324"
"2018","Tim Locastro","Dodgers","18","11","14","2","1","1","0","0","6","0","2","0","5","1","0","0","0","4","0",".182","14.3 %","35.7 %","0.40",".357",".273",".630",".091",".333","1","-0.1",".302","7.5","91","0.8","0.0","0.2","143","159","76","77","16.7 %","50.0 %","33.3 %","33.3 %","16.7 %","50.0 %","0.0 %","15124"
